Age,Gender,Dependent_Count,Education_Level,is_Married,Read_Book_per_Year,Income_Range
60,M,0,고졸,1,54,C
49,M,3,고졸,1,39,D
56,F,3,석사,1,44,B
57,F,2,고졸,1,36,A
35,M,3,석사,1,28,E
40,M,3,석사,0,27,E
43,F,5,석사,1,38,A
54,F,3,고졸,1,42,A
42,M,3,박사,0,35,C
26,F,0,석사,0,19,A
45,M,3,박사,0,36,D
52,M,0,석사,0,46,C
50,M,1,박사,0,41,D
55,M,3,석사,0,46,C
55,M,3,고졸,0,49,D
33,M,3,고졸,1,25,C
38,M,0,고졸,0,29,D
36,F,3,석사,0,31,A
53,F,2,학사,0,45,A
52,M,1,석사,0,44,D
49,M,4,석사,0,36,D
53,F,3,석사,1,45,X
52,F,2,고졸,0,32,X
41,F,2,석사,1,31,A
46,M,2,석사,1,39,D
49,F,4,석사,1,40,X
58,F,3,석사,1,53,A
43,F,2,석사,1,36,A
45,M,5,학사,0,36,B
59,F,0,학사,1,51,A
46,F,2,고졸,1,35,A
43,F,4,석사,1,25,A
41,F,3,학사,1,31,A
46,M,4,학사,0,41,C
49,M,3,석사,0,45,D
43,M,2,박사,0,36,D
42,F,4,학사,0,28,B
46,F,5,고졸,1,36,X
37,F,4,학사,1,30,B
38,F,0,고졸,0,22,A
39,F,1,석사,0,28,A
39,F,2,고졸,0,36,A
43,F,3,석사,0,33,B
45,F,2,석사,0,36,X
45,M,5,석사,0,36,A
52,M,2,학사,1,36,C
49,F,4,석사,0,40,A
59,M,0,고졸,0,48,D
48,F,4,석사,1,36,A
62,F,0,박사,0,50,A
45,M,2,학사,0,33,C
36,M,2,석사,0,17,D
53,F,3,석사,0,36,A
49,F,5,석사,1,35,B
34,F,2,석사,0,24,X
52,M,1,석사,1,43,C
37,M,2,고졸,0,29,C
48,M,2,고졸,1,29,B
45,M,3,석사,1,35,B
51,F,1,석사,0,37,A
53,F,3,학사,1,44,A
40,F,3,학사,0,29,A
32,F,0,석사,1,26,X
50,F,4,석사,1,30,A
38,M,3,학사,1,36,C
39,M,3,석사,1,31,D
30,F,0,석사,0,36,A
49,M,3,박사,1,36,D
58,M,0,박사,0,46,A
56,F,1,석사,0,38,A
43,F,1,고졸,0,36,B
38,F,3,석사,0,36,B
37,M,4,학사,0,30,C
65,F,0,고졸,1,36,B
42,F,4,고졸,1,31,A
44,F,4,석사,1,29,B
57,F,3,고졸,0,36,A
39,M,2,고졸,0,33,E
52,F,0,박사,0,36,A
29,M,1,석사,1,17,C
43,F,5,석사,1,33,A
44,M,3,학사,1,30,C
43,M,1,고졸,1,30,D
48,F,2,학사,1,44,A
41,M,2,석사,1,35,D
44,F,3,학사,0,32,A
38,M,2,석사,0,32,C
56,M,0,학사,1,51,D
46,M,2,고졸,0,36,B
61,F,1,고졸,0,52,X
40,F,4,석사,0,27,A
43,F,4,석사,1,30,A
63,M,0,석사,1,55,C
47,F,3,박사,1,35,A
53,F,2,석사,1,49,A
47,M,4,박사,1,36,C
51,M,1,고졸,1,41,A
56,M,2,고졸,0,40,B
46,M,2,고졸,1,32,B
38,F,1,고졸,1,31,A
47,M,4,석사,1,36,D
64,F,0,석사,0,56,X
51,F,2,고졸,1,45,A
46,F,4,석사,0,42,X
65,M,1,석사,1,56,A
55,F,2,석사,1,46,B
56,F,5,박사,0,49,A
37,F,2,석사,1,25,A
38,M,3,학사,1,30,D
49,F,2,고졸,1,40,B
50,F,2,석사,1,40,A
37,M,3,석사,1,28,C
42,F,5,고졸,1,35,A
49,F,1,석사,1,36,B
35,F,1,석사,0,30,A
45,M,3,석사,1,40,B
65,M,0,박사,0,52,A
50,F,3,고졸,1,32,A
49,F,4,석사,1,36,A
52,M,1,학사,0,40,D
46,M,2,석사,1,36,C
50,M,1,석사,0,40,E
51,M,3,석사,1,36,B
51,M,0,박사,0,44,E
41,F,3,고졸,0,36,A
35,M,3,박사,0,23,B
46,M,3,학사,1,40,E
38,F,2,박사,1,33,A
53,M,3,학사,1,43,E
40,F,3,석사,1,27,A
42,F,5,고졸,0,31,X
45,M,4,석사,0,30,C
51,M,0,석사,1,36,E
36,M,2,석사,0,36,B
38,M,2,학사,1,23,D
44,F,4,고졸,0,35,A
44,F,3,박사,1,38,A
44,F,4,석사,0,33,A
46,M,2,석사,1,39,A
39,F,2,박사,1,29,B
38,F,1,박사,0,26,A
32,M,0,학사,0,16,C
48,F,2,석사,1,35,A
32,M,0,고졸,1,26,C
61,M,0,고졸,0,48,B
45,M,2,석사,1,36,D
39,F,2,고졸,0,36,A
46,M,3,박사,1,38,D
60,M,1,고졸,1,47,B
48,F,2,박사,1,36,A
54,F,2,석사,0,41,B
45,F,4,고졸,0,35,A
44,F,4,학사,0,31,A
40,F,4,석사,0,30,A
53,F,3,석사,1,40,X
45,F,3,고졸,1,30,B
27,F,1,고졸,1,15,X
64,F,0,박사,1,53,A
36,M,2,고졸,0,36,E
44,M,2,고졸,0,36,D
41,M,2,고졸,1,24,D
59,F,1,석사,1,52,X
40,F,3,석사,0,30,A
43,F,4,고졸,0,36,B
43,F,1,석사,1,36,A
56,F,2,학사,1,36,A
48,M,2,고졸,1,32,D
55,F,2,학사,0,35,B
53,M,3,고졸,1,47,C
50,F,0,고졸,0,39,B
35,F,4,석사,0,22,A
51,F,2,박사,1,42,A
56,F,5,박사,1,48,X
53,M,3,고졸,1,40,E
46,M,4,석사,0,41,B
32,M,1,고졸,1,19,B
47,F,1,고졸,1,41,X
54,F,2,석사,1,45,A
49,F,3,학사,1,41,A
40,F,4,고졸,0,36,A
58,F,1,석사,1,48,X
39,F,2,고졸,1,29,B
44,F,4,석사,1,30,B
46,M,2,고졸,1,40,C
53,F,2,고졸,0,36,A
61,M,2,고졸,0,47,C
48,M,3,석사,0,37,D
45,F,3,고졸,1,37,B
60,M,1,고졸,0,49,B
38,M,2,고졸,0,30,C
53,M,3,석사,0,36,D
42,M,3,석사,1,38,A
50,M,2,고졸,0,40,C
37,M,3,고졸,0,24,D
40,F,4,석사,1,36,X
48,F,1,고졸,0,36,A
54,M,2,석사,0,36,D
51,M,1,고졸,1,43,E
42,F,3,고졸,1,30,X
39,M,3,학사,0,30,E
46,M,3,석사,1,34,C
54,F,4,고졸,1,36,A
45,F,2,석사,1,37,X
35,F,2,고졸,1,30,A
62,F,0,석사,1,49,A
46,M,2,고졸,0,41,B
40,F,2,박사,1,27,B
55,F,3,석사,0,29,A
46,M,2,석사,1,35,D
44,F,4,석사,0,38,B
37,M,3,고졸,1,32,C
49,F,1,석사,1,36,A
53,F,1,고졸,1,48,A
27,M,0,석사,0,16,B
56,M,3,석사,1,36,E
33,M,2,박사,1,28,C
48,F,4,석사,0,35,A
53,F,2,학사,1,43,A
44,M,4,학사,0,38,C
52,M,5,석사,0,47,D
35,M,2,석사,1,27,D
65,M,1,석사,0,56,A
58,F,0,석사,0,39,B
41,M,3,박사,0,29,D
43,F,2,고졸,1,36,X
40,M,5,석사,0,27,C
51,F,4,고졸,1,41,A
49,F,3,석사,0,44,A
44,F,3,석사,1,36,A
53,M,1,고졸,0,38,D
47,M,5,고졸,0,37,D
54,M,3,석사,0,44,B
39,F,2,석사,1,34,A
46,F,2,석사,1,40,A
50,M,3,석사,1,41,E
44,F,3,박사,1,36,A
38,M,2,학사,1,25,B
48,M,3,석사,1,37,D
53,M,3,석사,0,43,C
54,M,1,고졸,1,42,E
46,M,5,고졸,1,32,E
33,M,1,석사,1,21,E
33,F,1,석사,1,20,A
39,M,2,학사,1,26,C
63,M,0,학사,0,51,C
57,F,3,고졸,1,39,A
52,M,2,고졸,1,36,D
41,F,3,고졸,1,30,A
48,F,3,학사,0,38,A
47,F,3,학사,0,36,A
58,M,1,학사,1,47,D
56,M,4,고졸,1,46,C
41,M,2,석사,1,29,A
48,F,4,석사,1,41,A
46,M,3,학사,0,38,D
62,F,0,고졸,1,52,B
52,F,2,고졸,0,47,A
46,F,2,학사,1,34,B
36,F,5,석사,1,30,A
54,F,2,석사,1,44,B
57,F,4,고졸,1,47,B
37,F,3,고졸,0,31,A
43,F,4,석사,1,38,A
50,F,3,고졸,1,40,A
26,F,1,학사,0,15,A
42,F,2,석사,0,27,A
57,F,0,석사,1,45,A
57,F,2,석사,1,36,A
37,F,2,고졸,1,36,A
41,M,3,고졸,1,35,D
55,M,2,석사,0,46,D
51,F,1,고졸,1,43,A
46,M,3,석사,1,31,D
41,F,2,학사,1,36,A
41,M,3,석사,0,36,B
58,M,3,석사,1,52,E
58,M,1,학사,0,49,D
44,F,2,고졸,1,36,A
60,F,1,석사,0,45,A
48,F,4,석사,1,21,A
45,M,4,석사,0,36,C
42,F,2,석사,0,32,B
55,F,3,석사,1,36,X
52,F,2,석사,1,45,A
40,M,3,석사,0,32,B
35,F,3,석사,1,27,A
45,M,2,고졸,0,33,E
29,M,0,고졸,0,36,B
54,F,3,박사,0,42,A
44,F,4,석사,0,34,A
54,M,3,석사,1,46,E
49,F,4,고졸,0,30,X
41,F,3,학사,1,35,X
34,F,3,석사,1,23,A
56,M,3,석사,1,50,D
52,M,2,고졸,0,39,C
59,M,0,석사,1,53,C
52,M,2,고졸,0,43,D
41,F,2,고졸,1,36,B
51,M,1,고졸,1,36,D
57,F,2,고졸,1,52,A
55,M,2,고졸,1,47,B
49,F,1,석사,1,43,A
57,M,0,석사,1,48,B
36,F,2,석사,1,30,A
60,F,0,학사,0,48,A
46,M,3,석사,1,37,C
59,F,0,석사,1,48,A
44,M,2,석사,0,36,X
43,M,3,석사,0,31,E
59,F,0,석사,1,48,A
50,M,1,고졸,0,39,B
57,M,2,석사,1,40,D
50,F,1,석사,1,36,A
48,M,3,학사,1,42,D
62,F,0,석사,1,52,X
48,F,3,석사,1,36,A
49,F,1,석사,1,36,A
55,M,2,석사,0,46,D
40,F,1,고졸,1,33,X
42,M,4,석사,1,33,C
27,F,0,고졸,1,22,A
48,M,4,석사,1,39,E
48,F,5,박사,1,33,A
48,M,4,석사,1,36,C
42,F,4,학사,1,34,B
63,F,0,석사,1,36,A
49,F,2,석사,1,39,A
49,F,2,고졸,0,40,A
51,F,2,석사,1,47,A
55,F,1,고졸,0,36,A
65,F,0,석사,1,49,A
50,M,1,석사,1,37,C
49,M,1,석사,0,42,D
43,M,2,석사,0,35,D
42,M,3,학사,0,26,D
53,M,2,석사,1,43,E
55,M,0,박사,1,36,C
51,M,3,석사,1,36,D
42,F,4,학사,0,36,B
56,F,2,고졸,1,47,A
59,F,0,학사,0,40,A
45,M,2,석사,1,36,D
39,F,2,학사,0,35,X
51,F,3,고졸,1,40,A
56,F,4,박사,0,44,B
39,M,5,석사,0,36,C
52,M,3,석사,0,47,D
40,M,4,석사,0,30,C
46,M,1,고졸,0,33,B
45,M,3,석사,1,36,D
43,F,2,고졸,0,38,B
35,F,5,고졸,1,25,B
57,F,3,학사,0,39,X
44,F,2,학사,0,33,B
53,F,1,학사,0,47,B
44,F,4,석사,0,36,A
45,F,3,박사,1,36,A
46,F,3,석사,0,36,A
40,M,2,학사,0,28,C
32,F,1,석사,1,23,A
54,F,3,석사,0,44,A
34,F,2,석사,1,23,A
54,F,2,학사,0,36,X
47,F,3,박사,0,40,A
45,F,2,석사,1,34,A
32,M,0,고졸,1,28,B
37,F,2,석사,0,36,A
45,M,2,학사,1,36,D
44,F,4,고졸,0,36,B
52,M,1,석사,1,43,D
44,M,2,석사,1,35,D
64,M,0,석사,0,52,A
27,F,0,석사,0,36,A
65,M,1,박사,0,56,B
51,M,3,박사,0,38,D
53,M,2,고졸,0,49,C
53,M,4,학사,0,48,D
38,F,2,학사,1,36,X
41,M,5,석사,0,29,E
62,F,2,박사,0,56,B
43,M,3,학사,1,24,D
47,F,3,고졸,1,31,X
52,F,3,고졸,1,38,X
31,M,2,석사,0,19,A
30,F,1,학사,0,24,A
44,M,3,고졸,0,31,C
55,F,1,석사,1,43,X
34,F,2,석사,0,36,A
46,F,4,석사,0,38,A
36,M,2,석사,0,27,D
49,F,3,석사,0,36,X
38,F,3,고졸,0,26,A
37,F,2,고졸,1,26,B
40,F,3,학사,0,22,A
54,F,1,고졸,0,36,B
43,M,3,석사,1,38,D
52,F,2,석사,0,44,B
31,F,0,석사,0,22,A
53,M,1,석사,0,38,E
58,F,0,석사,1,47,A
48,F,3,고졸,0,42,B
55,M,1,석사,1,49,D
59,F,1,석사,0,52,A
50,F,3,고졸,0,36,A
54,M,3,석사,1,48,E
42,M,4,고졸,1,38,C
58,F,4,석사,1,42,X
39,M,4,고졸,1,32,C
59,F,0,고졸,0,36,X
48,F,4,석사,0,40,X
28,M,1,고졸,0,36,A
42,F,5,학사,0,28,A
62,M,1,고졸,1,56,B
54,F,3,석사,0,39,B
41,F,3,고졸,1,15,A
38,M,3,석사,1,19,D
45,M,5,석사,1,39,B
62,M,1,고졸,0,46,C
35,F,0,석사,1,36,A
65,M,0,고졸,0,53,B
53,F,3,고졸,1,36,X
46,M,2,석사,0,28,E
50,F,4,학사,0,36,A
53,M,3,고졸,0,42,D
40,F,3,학사,1,36,X
47,F,5,고졸,0,33,A
46,F,3,석사,0,38,A
55,M,0,석사,1,36,B
37,M,1,석사,0,18,D
53,M,1,석사,1,40,D
40,F,1,고졸,1,31,X
56,F,2,고졸,1,43,A
37,F,4,고졸,0,18,A
45,F,5,석사,1,39,A
58,M,1,학사,0,45,E
45,F,4,석사,0,36,A
37,F,1,고졸,0,27,B
51,M,1,박사,1,44,D
54,M,3,석사,1,49,D
49,M,2,고졸,1,40,D
55,M,1,박사,0,36,C
61,M,2,고졸,0,48,C
38,M,2,석사,1,33,D
53,M,4,석사,1,40,E
46,M,4,학사,1,36,C
50,M,2,고졸,1,37,E
35,F,2,석사,1,21,A
43,M,2,학사,0,34,D
38,F,2,석사,1,33,A
36,F,1,석사,1,29,A
37,M,2,고졸,1,30,C
41,M,3,박사,0,26,E
40,M,3,석사,1,36,D
59,F,1,고졸,0,36,B
52,F,3,학사,1,40,A
50,F,4,고졸,1,36,A
55,F,2,석사,0,47,A
47,F,5,고졸,0,37,A
39,F,5,학사,0,30,A
56,F,3,석사,0,36,X
42,M,3,고졸,0,35,B
39,M,2,석사,1,23,C
61,F,0,고졸,0,51,X
44,F,1,석사,1,36,A
56,M,2,석사,1,51,D
44,F,1,학사,1,36,A
41,F,4,석사,0,24,A
39,F,3,석사,0,36,A
51,F,1,학사,1,38,X
48,F,4,석사,0,43,B
38,M,1,학사,1,25,A
48,M,3,석사,1,38,D
41,F,3,학사,1,37,A
52,F,3,박사,0,36,X
33,M,2,석사,1,28,D
35,F,1,고졸,1,23,X
42,F,5,학사,1,31,A
42,F,5,석사,1,18,A
48,F,4,고졸,1,36,X
33,F,1,석사,0,24,B
43,M,3,고졸,0,30,C
40,M,2,석사,0,36,B
26,M,1,학사,0,36,B
53,M,2,석사,1,36,E
47,F,3,석사,0,36,A
37,F,3,석사,0,36,A
51,M,3,고졸,1,47,D
53,M,1,석사,0,41,D
64,F,0,석사,0,54,A
41,M,1,박사,1,32,D
43,F,4,석사,0,32,A
54,F,1,고졸,0,36,X
50,F,2,고졸,1,36,A
48,M,3,학사,1,36,D
36,M,2,석사,1,28,D
37,M,3,석사,0,17,D
44,M,4,석사,0,24,D
42,F,2,석사,1,36,B
41,M,4,고졸,0,21,A
42,F,2,박사,1,30,X
47,F,1,고졸,0,40,X
44,M,2,고졸,1,38,D
58,F,3,학사,1,53,A
41,F,2,석사,1,32,B
51,F,2,석사,0,36,B
42,F,3,석사,1,36,A
55,M,0,고졸,1,49,E
42,M,4,고졸,0,33,C
53,F,3,석사,0,45,B
73,M,0,고졸,1,36,B
45,F,5,석사,0,38,A
51,M,2,석사,1,36,D
43,M,2,고졸,0,36,D
49,M,5,박사,0,43,B
40,M,3,석사,1,27,D
44,F,4,학사,0,34,X
50,F,1,고졸,0,36,A
42,M,4,박사,0,31,C
48,F,4,학사,1,36,A
33,F,4,학사,1,26,B
48,F,3,고졸,1,38,B
44,F,3,석사,1,40,A
55,F,4,석사,1,41,B
41,M,4,학사,1,28,E
26,M,0,석사,1,36,A
43,M,3,고졸,1,32,D
49,M,1,학사,1,43,C
54,M,2,석사,1,37,D
36,M,2,고졸,1,30,D
39,M,1,석사,0,24,E
41,M,2,박사,1,32,B
54,F,0,석사,1,36,A
44,F,4,고졸,0,36,A
43,F,2,고졸,1,36,A
61,F,1,석사,1,50,X
46,F,3,석사,1,40,X
46,F,2,고졸,0,35,A
57,M,2,석사,0,51,E
41,F,2,고졸,1,24,A
35,F,1,석사,1,18,A
32,F,0,고졸,1,26,A
35,M,3,학사,1,28,C
53,M,1,학사,1,36,D
63,F,0,고졸,0,36,A
30,M,1,고졸,1,17,C
54,F,2,박사,0,42,A
45,F,4,석사,0,33,A
45,F,4,석사,1,34,B
32,F,1,석사,0,36,A
49,M,3,학사,0,36,E
43,F,4,석사,0,34,A
35,M,2,석사,1,24,C
44,M,5,고졸,0,35,C
39,F,1,석사,1,34,A
36,F,2,학사,1,17,A
58,M,1,고졸,0,46,B
36,F,1,석사,1,25,A
42,F,3,고졸,0,35,A
48,M,3,석사,1,33,B
44,F,4,학사,1,27,B
41,F,3,석사,0,30,A
53,F,3,학사,1,43,A
37,F,2,고졸,0,36,X
44,F,4,석사,0,36,X
50,M,2,석사,1,44,D
35,M,3,학사,1,27,D
52,M,2,고졸,0,44,E
43,F,3,고졸,0,36,A
45,M,2,석사,1,31,C
52,F,3,고졸,1,36,X
41,F,2,고졸,1,36,A
55,F,3,학사,1,36,B
56,F,3,석사,1,45,A
39,F,2,석사,1,29,A
39,F,1,고졸,1,34,B
62,F,0,고졸,0,50,A
59,F,0,박사,0,36,A
50,M,1,석사,1,34,C
36,M,2,석사,1,36,C
52,F,4,석사,1,36,A
55,M,2,석사,1,50,C
37,M,3,석사,1,23,C
49,M,4,박사,0,37,C
45,M,3,학사,1,39,B
56,F,0,고졸,1,48,A
53,M,2,학사,1,45,D
48,F,3,고졸,0,40,A
44,F,4,고졸,0,36,A
55,M,3,박사,1,40,E
49,M,2,학사,0,41,C
45,F,4,고졸,1,34,A
49,M,5,학사,1,40,B
59,F,0,학사,1,53,B
43,F,5,학사,0,32,B
48,F,1,고졸,1,40,A
55,F,2,학사,0,36,X
43,F,4,석사,0,35,B
62,F,1,학사,1,44,A
36,M,1,석사,0,25,A
49,M,0,석사,1,29,C
41,M,3,고졸,1,33,D
59,M,1,고졸,0,45,C
54,F,0,석사,0,38,X
51,F,1,학사,1,44,B
50,F,3,석사,0,36,A
48,F,1,학사,1,38,A
36,F,4,학사,0,36,A
59,M,2,고졸,0,54,D
42,M,3,석사,0,32,C
57,F,1,고졸,1,50,A
26,M,0,학사,0,13,X
50,M,2,석사,0,36,D
39,F,2,고졸,0,34,X
48,F,1,고졸,1,36,X
41,F,3,석사,1,29,B
40,F,2,석사,0,30,A
48,F,4,석사,1,36,A
51,M,2,고졸,1,37,C
44,M,3,석사,0,36,D
65,M,1,석사,0,53,X
46,F,3,박사,0,36,X
53,F,3,석사,0,34,A
65,F,0,석사,1,56,A
58,F,3,석사,1,36,A
55,F,3,고졸,0,42,B
51,M,2,학사,0,40,E
44,M,4,학사,0,34,D
29,M,0,석사,1,36,B
51,F,0,고졸,1,35,A
55,M,3,학사,1,36,C
53,M,4,석사,1,38,E
37,F,2,고졸,0,27,B
44,M,3,석사,1,31,E
50,F,1,석사,1,43,X
59,F,1,석사,0,51,A
39,F,3,석사,1,36,X
51,M,4,고졸,0,37,D
49,M,2,석사,0,43,D
48,M,5,석사,0,38,B
48,M,5,고졸,1,39,B
65,M,2,석사,1,55,X
30,F,1,학사,0,36,A
49,M,3,석사,0,29,E
59,F,0,석사,0,46,A
50,F,0,박사,0,38,A
48,F,4,석사,0,40,X
29,F,0,학사,1,19,A
46,M,4,석사,1,35,C
30,F,0,고졸,0,20,A
60,M,1,고졸,1,55,A
65,F,0,석사,0,56,A
55,M,3,석사,0,35,B
42,F,1,박사,0,35,A
36,M,3,석사,1,21,D
31,M,0,석사,1,21,B
49,F,1,석사,1,36,A
59,M,0,석사,1,53,B
26,M,0,고졸,0,36,X
52,M,2,학사,0,37,C
50,F,3,고졸,1,40,A
51,F,1,석사,1,39,X
51,F,3,석사,1,36,X
62,M,0,석사,1,51,C
53,M,3,학사,0,36,E
46,F,3,석사,0,27,A
38,M,2,고졸,0,36,C
56,M,0,박사,0,47,D
49,M,3,학사,0,38,A
46,F,2,학사,0,33,X
50,M,3,고졸,0,31,B
48,M,4,석사,0,36,D
44,M,3,고졸,0,29,D
26,M,0,학사,0,15,C
45,F,4,고졸,1,39,X
38,M,2,석사,1,24,D
55,M,3,석사,1,36,D
46,F,2,학사,1,27,X
44,F,2,고졸,0,29,A
65,F,0,고졸,0,36,B
41,M,2,석사,0,28,C
50,F,2,석사,1,37,A
55,M,3,학사,1,42,D
55,F,2,학사,0,36,A
40,M,3,석사,1,27,C
41,F,3,석사,1,29,A
57,F,2,석사,1,45,A
44,M,3,고졸,0,36,C
48,F,4,고졸,1,37,A
60,F,1,학사,1,36,A
46,F,2,석사,1,31,A
42,F,4,학사,0,36,A
41,M,4,석사,1,36,D
62,F,1,고졸,1,56,X
33,M,1,석사,0,36,C
47,M,3,석사,0,36,E
35,M,2,학사,1,36,D
34,M,1,고졸,1,27,C
48,F,3,고졸,0,30,B
51,F,3,고졸,0,39,X
47,M,1,석사,0,36,B
39,M,3,고졸,0,13,D
53,M,0,석사,0,35,C
52,F,1,고졸,1,45,A
45,M,5,고졸,1,25,D
44,F,2,석사,1,40,A
41,M,5,석사,1,37,D
41,M,2,고졸,1,36,C
49,F,1,석사,0,44,A
35,M,3,석사,1,36,C
57,F,1,고졸,1,36,A
39,F,1,석사,1,29,X
47,F,2,학사,1,42,X
51,M,3,석사,1,36,D
43,F,2,석사,1,34,X
43,M,3,석사,1,36,E
46,F,2,석사,1,40,X
46,M,2,박사,1,29,D
43,M,1,고졸,1,36,C
37,M,1,석사,0,24,D
42,F,4,석사,1,27,B
42,M,3,석사,1,34,D
40,F,4,석사,0,25,A
48,F,3,학사,0,30,A
56,F,2,석사,0,48,X
47,M,3,고졸,0,29,D
39,F,2,고졸,1,27,X
46,F,2,석사,1,22,B
41,F,4,고졸,0,28,X
35,F,2,석사,1,25,X
53,M,3,석사,1,36,C
55,M,2,석사,1,50,E
43,M,1,석사,0,31,C
45,M,2,석사,1,36,C
35,F,2,학사,1,29,B
40,M,2,학사,0,36,D
51,F,1,고졸,1,36,X
50,M,1,석사,1,38,E
58,F,1,고졸,1,46,B
33,M,3,고졸,0,24,B
51,F,2,고졸,0,37,B
41,M,2,석사,1,36,D
47,M,3,고졸,1,34,D
46,M,3,석사,1,36,D
63,M,0,박사,0,47,X
60,M,2,석사,0,48,C
36,M,3,고졸,1,27,D
61,F,0,고졸,0,36,A
38,F,2,고졸,1,31,B
45,M,2,석사,0,36,C
38,F,4,석사,1,33,B
37,M,3,석사,1,36,B
55,M,2,고졸,1,36,D
61,M,1,석사,0,54,X
43,F,3,고졸,0,36,A
49,F,5,학사,0,41,X
49,M,5,학사,1,35,C
56,F,4,고졸,0,36,A
38,M,2,고졸,1,36,D
47,M,5,석사,0,27,E
43,M,4,학사,1,30,B
42,F,5,석사,1,38,A
44,M,3,석사,0,33,B
33,F,3,학사,0,26,B
41,F,3,석사,1,33,X
58,F,1,박사,1,48,A
53,F,4,석사,1,36,A
61,F,1,석사,1,54,A
49,M,2,석사,1,45,B
34,M,3,고졸,0,21,D
39,M,3,석사,0,36,C
44,M,4,석사,1,38,B
46,M,3,고졸,0,42,D
50,F,1,고졸,1,44,A
49,M,2,석사,1,36,D
44,M,4,고졸,0,37,E
34,F,4,석사,0,28,B
56,M,3,석사,1,46,E
42,F,3,석사,0,26,B
49,F,2,학사,0,36,B
61,M,1,고졸,1,56,B
46,F,3,석사,0,26,A
43,M,4,석사,0,25,C
39,F,3,석사,1,26,X
49,M,3,석사,0,36,D
51,F,1,고졸,0,43,A
56,F,1,고졸,1,43,A
46,M,3,박사,1,31,C
52,M,1,고졸,1,34,E
45,M,3,석사,1,25,C
47,F,3,고졸,1,36,A
35,M,2,석사,1,36,C
53,F,2,고졸,1,37,B
63,F,1,고졸,1,50,X
46,M,4,석사,0,35,D
50,M,2,고졸,1,36,D
41,F,1,고졸,0,31,B
35,M,2,고졸,0,36,B
33,F,1,고졸,0,25,A
38,M,2,석사,1,33,D
45,F,3,고졸,0,25,X
52,F,2,석사,1,36,A
54,F,1,석사,1,48,A
49,M,2,석사,1,32,C
58,M,1,고졸,1,53,C
39,F,2,고졸,1,36,A
42,M,5,석사,1,34,C
31,F,0,학사,1,24,X
45,M,4,석사,0,33,D
47,M,1,석사,1,41,E
48,F,2,고졸,1,36,A
42,F,1,석사,0,36,A
39,M,2,고졸,1,34,D
41,F,3,석사,1,36,A
57,F,3,고졸,1,36,A
51,M,2,석사,0,31,D
46,F,3,고졸,1,42,B
56,M,2,고졸,1,37,E
63,F,2,석사,1,53,B
41,M,0,고졸,0,31,D
49,M,5,석사,0,41,D
36,M,3,석사,1,29,E
43,M,5,석사,0,36,A
50,F,3,석사,1,39,X
48,F,3,석사,1,31,B
48,F,4,고졸,1,38,A
40,F,1,석사,1,32,A
50,F,3,석사,1,40,A
57,F,3,학사,0,42,A
44,M,3,석사,1,36,C
49,F,2,고졸,1,36,X
49,M,2,고졸,0,37,D
33,M,3,석사,1,36,D
42,M,3,고졸,0,24,A
49,F,3,석사,0,36,A
39,M,2,학사,1,31,C
29,M,1,고졸,1,16,C
34,F,3,석사,0,23,X
53,M,3,고졸,0,47,A
52,F,2,석사,0,46,X
43,F,2,석사,1,36,B
55,F,1,석사,1,46,A
49,M,3,석사,0,32,C
44,F,5,고졸,0,30,A
52,M,2,고졸,0,44,D
53,F,2,고졸,1,36,A
61,F,1,석사,0,36,A
48,F,3,석사,1,41,X
57,F,4,고졸,1,47,A
39,F,3,석사,1,28,X
33,M,2,고졸,1,23,D
53,F,2,석사,0,48,A
31,M,0,석사,1,36,A
47,F,4,고졸,0,39,B
40,M,3,고졸,1,36,D
46,F,3,석사,1,36,A
50,F,3,고졸,1,42,A
34,M,1,석사,1,36,B
26,M,0,석사,0,13,B
39,M,3,고졸,1,27,D
43,F,2,학사,1,36,A
53,F,1,학사,1,40,X
34,M,2,석사,0,28,A
45,M,2,석사,1,41,E
53,M,4,학사,0,42,C
42,M,1,고졸,1,32,B
57,F,3,박사,0,44,A
64,F,0,석사,0,56,B
40,F,1,석사,1,29,X
48,F,4,학사,1,37,A
51,M,2,학사,0,36,E
55,F,1,고졸,0,47,B
60,F,2,학사,0,54,A
53,F,4,고졸,1,36,A
62,M,0,학사,1,54,B
37,M,3,박사,0,36,D
48,M,3,고졸,0,35,D
47,F,2,고졸,1,34,A
46,M,3,학사,1,36,C
50,M,4,석사,1,34,C
53,F,4,석사,1,36,B
44,M,3,석사,1,32,E
49,M,3,고졸,1,37,C
58,M,3,고졸,0,53,E
48,F,4,석사,1,36,A
51,F,3,석사,0,42,X
28,M,0,고졸,0,36,A
51,M,0,박사,0,36,C
57,F,2,석사,1,40,A
54,M,4,석사,1,34,D
45,F,4,석사,1,35,X
48,F,5,석사,0,38,A
58,M,4,석사,1,36,C
53,M,1,석사,0,36,D
32,M,0,학사,0,24,C
50,F,2,석사,0,40,X
29,M,0,석사,1,15,A
53,M,2,박사,1,40,C
46,M,2,석사,1,38,B
49,F,4,석사,1,38,A
49,F,3,학사,1,29,A
50,F,0,석사,0,36,A
48,M,4,고졸,1,36,D
51,F,3,석사,1,36,B
43,F,2,석사,1,35,A
46,M,3,석사,0,36,B
54,M,5,고졸,1,36,C
36,F,1,학사,0,25,B
47,F,4,석사,1,36,X
37,M,3,학사,1,19,C
50,M,2,석사,0,35,D
