Member_number,Date,itemDescription
3795,2015-01-17,yogurt
4120,2015-01-17,sausage
4120,2015-01-17,roll products
4251,2015-01-17,pork
4251,2015-01-17,pastry
4364,2015-01-17,dessert
4364,2015-01-17,dessert
4364,2015-01-17,flour
4825,2015-01-17,ham
4825,2015-01-17,brown bread
4825,2015-01-17,butter
4825,2015-01-17,bottled water
4826,2015-01-17,rolls/buns
4826,2015-01-17,whole milk
1215,2015-01-18,pip fruit
1215,2015-01-18,other vegetables
1215,2015-01-18,semi-finished bread
1215,2015-01-18,sliced cheese
1428,2015-01-18,rolls/buns
1428,2015-01-18,pip fruit
1428,2015-01-18,whole milk
1428,2015-01-18,yogurt
1623,2015-01-18,frozen meals
1623,2015-01-18,ham
1623,2015-01-18,specialty chocolate
1623,2015-01-18,roll products
1893,2015-01-18,beef
1893,2015-01-18,root vegetables
2277,2015-01-18,soda
2277,2015-01-18,shopping bags
2277,2015-01-18,canned beer
2283,2015-01-18,root vegetables
2283,2015-01-18,frozen meals
2283,2015-01-18,shopping bags
2283,2015-01-18,margarine
2366,2015-01-18,frankfurter
2366,2015-01-18,pip fruit
2366,2015-01-18,pip fruit
2366,2015-01-18,whole milk
2366,2015-01-18,candy
2683,2015-01-18,berries
2683,2015-01-18,red/blush wine
2716,2015-01-18,sausage
2716,2015-01-18,beef
2804,2015-01-18,canned beer
2804,2015-01-18,other vegetables
3018,2015-01-18,canned beer
3018,2015-01-18,soda
3267,2015-01-18,frankfurter
3267,2015-01-18,yogurt
3267,2015-01-18,cat food
3398,2015-01-18,brown bread
3398,2015-01-18,rolls/buns
3398,2015-01-18,citrus fruit
3398,2015-01-18,frozen fish
3398,2015-01-18,chocolate
3500,2015-01-18,meat
3500,2015-01-18,tropical fruit
3535,2015-01-18,beef
3535,2015-01-18,pastry
3535,2015-01-18,specialty chocolate
3813,2015-01-18,whole milk
3813,2015-01-18,cat food
4082,2015-01-18,specialty chocolate
4082,2015-01-18,brandy
4526,2015-01-18,other vegetables
4526,2015-01-18,whipped/sour cream
4542,2015-01-18,whipped/sour cream
4542,2015-01-18,coffee
4547,2015-01-18,chewing gum
4547,2015-01-18,whole milk
4547,2015-01-18,white bread
4547,2015-01-18,whole milk
4547,2015-01-18,dishes
4820,2015-01-18,citrus fruit
4820,2015-01-18,chocolate
4856,2015-01-18,root vegetables
4856,2015-01-18,hygiene articles
4856,2015-01-18,domestic eggs
1098,2015-01-19,rolls/buns
1098,2015-01-19,shopping bags
1098,2015-01-19,cat food
1139,2015-01-19,tropical fruit
1139,2015-01-19,misc. beverages
1265,2015-01-19,hamburger meat
1265,2015-01-19,other vegetables
1265,2015-01-19,domestic eggs
1320,2015-01-19,finished products
1320,2015-01-19,pip fruit
1320,2015-01-19,root vegetables
1320,2015-01-19,canned fruit
1531,2015-01-19,sausage
1531,2015-01-19,pickled vegetables
1588,2015-01-19,pork
1588,2015-01-19,beverages
1588,2015-01-19,dishes
1616,2015-01-19,ham
1616,2015-01-19,coffee
1937,2015-01-19,citrus fruit
1937,2015-01-19,pip fruit
2214,2015-01-19,soda
2214,2015-01-19,red/blush wine
2214,2015-01-19,root vegetables
2214,2015-01-19,butter milk
2235,2015-01-19,citrus fruit
2235,2015-01-19,processed cheese
2512,2015-01-19,butter
2512,2015-01-19,canned beer
2512,2015-01-19,domestic eggs
2512,2015-01-19,specialty chocolate
2512,2015-01-19,specialty chocolate
2512,2015-01-19,soda
2512,2015-01-19,root vegetables
2512,2015-01-19,canned fish
3077,2015-01-19,root vegetables
3077,2015-01-19,butter milk
3224,2015-01-19,bottled beer
3224,2015-01-19,liver loaf
3224,2015-01-19,bottled water
3224,2015-01-19,pastry
3596,2015-01-19,hard cheese
3596,2015-01-19,soda
4039,2015-01-19,pip fruit
4039,2015-01-19,vinegar
4170,2015-01-19,bottled water
4170,2015-01-19,curd
4170,2015-01-19,domestic eggs
4170,2015-01-19,yogurt
4170,2015-01-19,newspapers
4733,2015-01-19,pip fruit
4733,2015-01-19,nuts/prunes
4733,2015-01-19,bottled beer
1001,2015-01-20,frankfurter
1001,2015-01-20,soda
1001,2015-01-20,whipped/sour cream
1492,2015-01-20,cat food
1492,2015-01-20,other vegetables
1967,2015-01-20,other vegetables
1967,2015-01-20,whole milk
1967,2015-01-20,brown bread
1967,2015-01-20,hard cheese
1967,2015-01-20,waffles
2075,2015-01-20,baking powder
2075,2015-01-20,root vegetables
2235,2015-01-20,meat
2235,2015-01-20,whole milk
2430,2015-01-20,fruit/vegetable juice
2430,2015-01-20,specialty bar
2430,2015-01-20,root vegetables
2430,2015-01-20,sliced cheese
2430,2015-01-20,butter
2430,2015-01-20,chocolate
2527,2015-01-20,canned beer
2527,2015-01-20,meat
2544,2015-01-20,tropical fruit
2544,2015-01-20,frozen potato products
2544,2015-01-20,vinegar
2682,2015-01-20,canned beer
2682,2015-01-20,whole milk
2889,2015-01-20,citrus fruit
2889,2015-01-20,yogurt
3575,2015-01-20,photo/film
3575,2015-01-20,bottled water
3797,2015-01-20,sausage
3797,2015-01-20,cream
3985,2015-01-20,bottled water
3985,2015-01-20,bottled beer
4390,2015-01-20,whole milk
4390,2015-01-20,coffee
4390,2015-01-20,soft cheese
4744,2015-01-20,hamburger meat
4744,2015-01-20,soda
1081,2015-01-21,tropical fruit
1081,2015-01-21,whole milk
1182,2015-01-21,beef
1182,2015-01-21,butter milk
1232,2015-01-21,rolls/buns
1232,2015-01-21,bottled beer
1353,2015-01-21,meat
1353,2015-01-21,butter milk
1353,2015-01-21,tropical fruit
1353,2015-01-21,specialty bar
1353,2015-01-21,newspapers
1353,2015-01-21,rolls/buns
1573,2015-01-21,misc. beverages
1573,2015-01-21,oil
1762,2015-01-21,citrus fruit
1762,2015-01-21,other vegetables
1766,2015-01-21,pork
1766,2015-01-21,canned beer
1914,2015-01-21,tropical fruit
1914,2015-01-21,other vegetables
2105,2015-01-21,bottled water
2105,2015-01-21,tropical fruit
2105,2015-01-21,shopping bags
2145,2015-01-21,onions
2145,2015-01-21,soda
2254,2015-01-21,packaged fruit/vegetables
2254,2015-01-21,house keeping products
2399,2015-01-21,pastry
2399,2015-01-21,margarine
2447,2015-01-21,chicken
2447,2015-01-21,grapes
2447,2015-01-21,pot plants
2447,2015-01-21,curd cheese
2447,2015-01-21,coffee
2447,2015-01-21,napkins
2630,2015-01-21,shopping bags
2630,2015-01-21,white wine
2630,2015-01-21,soda
2870,2015-01-21,chicken
2870,2015-01-21,whole milk
2870,2015-01-21,specialty bar
3002,2015-01-21,sausage
3002,2015-01-21,grapes
3002,2015-01-21,light bulbs
3071,2015-01-21,salty snack
3071,2015-01-21,pip fruit
3071,2015-01-21,photo/film
3071,2015-01-21,domestic eggs
3071,2015-01-21,rolls/buns
3085,2015-01-21,soda
3085,2015-01-21,grapes
3101,2015-01-21,chicken
3101,2015-01-21,brown bread
3143,2015-01-21,candy
3143,2015-01-21,rolls/buns
3143,2015-01-21,UHT-milk
3201,2015-01-21,curd
3201,2015-01-21,soda
3201,2015-01-21,sugar
3201,2015-01-21,specialty chocolate
3201,2015-01-21,artif. sweetener
3309,2015-01-21,salty snack
3309,2015-01-21,other vegetables
3309,2015-01-21,shopping bags
3379,2015-01-21,oil
3379,2015-01-21,bottled water
3379,2015-01-21,whipped/sour cream
3462,2015-01-21,soda
3462,2015-01-21,nut snack
3915,2015-01-21,frankfurter
3915,2015-01-21,hard cheese
3915,2015-01-21,bottled beer
3954,2015-01-21,frankfurter
3954,2015-01-21,beef
3954,2015-01-21,frozen fish
3954,2015-01-21,rice
3954,2015-01-21,napkins
3967,2015-01-21,butter
3967,2015-01-21,root vegetables
4023,2015-01-21,ice cream
4023,2015-01-21,soda
4043,2015-01-21,frankfurter
4043,2015-01-21,other vegetables
4326,2015-01-21,beef
4326,2015-01-21,whole milk
4417,2015-01-21,ham
4417,2015-01-21,tropical fruit
4417,2015-01-21,frozen meals
4417,2015-01-21,sparkling wine
4544,2015-01-21,soda
4544,2015-01-21,root vegetables
4603,2015-01-21,pork
4603,2015-01-21,root vegetables
4603,2015-01-21,shopping bags
4993,2015-01-21,chocolate
4993,2015-01-21,brown bread
1115,2015-01-22,other vegetables
1115,2015-01-22,yogurt
1371,2015-01-22,frozen vegetables
1371,2015-01-22,whipped/sour cream
1562,2015-01-22,frozen vegetables
1562,2015-01-22,beef
1814,2015-01-22,root vegetables
1814,2015-01-22,pip fruit
2065,2015-01-22,pip fruit
2065,2015-01-22,other vegetables
2065,2015-01-22,coffee
2081,2015-01-22,tropical fruit
2081,2015-01-22,citrus fruit
2081,2015-01-22,frankfurter
2081,2015-01-22,spices
2081,2015-01-22,butter milk
2081,2015-01-22,UHT-milk
2249,2015-01-22,tropical fruit
2249,2015-01-22,bottled water
2700,2015-01-22,soda
2700,2015-01-22,tropical fruit
2874,2015-01-22,soda
2874,2015-01-22,frankfurter
2874,2015-01-22,bottled water
2874,2015-01-22,chicken
2932,2015-01-22,sausage
2932,2015-01-22,root vegetables
2932,2015-01-22,bottled beer
2932,2015-01-22,butter
2932,2015-01-22,whole milk
2932,2015-01-22,newspapers
2932,2015-01-22,yogurt
3002,2015-01-22,chicken
3002,2015-01-22,whole milk
3002,2015-01-22,white bread
3002,2015-01-22,newspapers
3160,2015-01-22,chewing gum
3160,2015-01-22,yogurt
3657,2015-01-22,sausage
3657,2015-01-22,soda
3657,2015-01-22,processed cheese
3701,2015-01-22,other vegetables
3701,2015-01-22,tropical fruit
3701,2015-01-22,white bread
3701,2015-01-22,specialty chocolate
3701,2015-01-22,pot plants
3701,2015-01-22,shopping bags
3704,2015-01-22,root vegetables
3704,2015-01-22,mustard
3754,2015-01-22,whole milk
3754,2015-01-22,hamburger meat
3754,2015-01-22,roll products
3793,2015-01-22,canned beer
3793,2015-01-22,pastry
3868,2015-01-22,tropical fruit
3868,2015-01-22,citrus fruit
3872,2015-01-22,sausage
3872,2015-01-22,root vegetables
4133,2015-01-22,citrus fruit
4133,2015-01-22,yogurt
4178,2015-01-22,frankfurter
4178,2015-01-22,fruit/vegetable juice
4178,2015-01-22,baking powder
4273,2015-01-22,rolls/buns
4273,2015-01-22,red/blush wine
4487,2015-01-22,other vegetables
4487,2015-01-22,curd
4487,2015-01-22,tropical fruit
4487,2015-01-22,brown bread
4487,2015-01-22,bottled beer
4537,2015-01-22,dessert
4537,2015-01-22,rolls/buns
4610,2015-01-22,yogurt
4610,2015-01-22,dessert
1063,2015-01-23,rolls/buns
1063,2015-01-23,candy
1340,2015-01-23,whole milk
1340,2015-01-23,whole milk
1594,2015-01-23,brown bread
1594,2015-01-23,yogurt
1737,2015-01-23,citrus fruit
1737,2015-01-23,whole milk
1737,2015-01-23,rolls/buns
1737,2015-01-23,liquor
1737,2015-01-23,tropical fruit
1760,2015-01-23,newspapers
1760,2015-01-23,sausage
1760,2015-01-23,sugar
1917,2015-01-23,pork
1917,2015-01-23,yogurt
1917,2015-01-23,whole milk
2074,2015-01-23,oil
2074,2015-01-23,chicken
2184,2015-01-23,frankfurter
2184,2015-01-23,soda
2184,2015-01-23,other vegetables
2184,2015-01-23,rolls/buns
2184,2015-01-23,rolls/buns
2595,2015-01-23,rolls/buns
2595,2015-01-23,sausage
2595,2015-01-23,whole milk
2595,2015-01-23,pastry
2595,2015-01-23,yogurt
2595,2015-01-23,dessert
2595,2015-01-23,curd
2595,2015-01-23,yogurt
2764,2015-01-23,margarine
2764,2015-01-23,domestic eggs
3051,2015-01-23,whole milk
3051,2015-01-23,onions
3284,2015-01-23,fruit/vegetable juice
3284,2015-01-23,newspapers
3459,2015-01-23,tropical fruit
3459,2015-01-23,tropical fruit
3459,2015-01-23,whole milk
3741,2015-01-23,chicken
3741,2015-01-23,whipped/sour cream
3791,2015-01-23,chocolate
3791,2015-01-23,whole milk
3998,2015-01-23,other vegetables
3998,2015-01-23,citrus fruit
4274,2015-01-23,soda
4274,2015-01-23,other vegetables
4414,2015-01-23,soda
4414,2015-01-23,newspapers
4496,2015-01-23,turkey
4496,2015-01-23,bottled water
1160,2015-01-24,shopping bags
1160,2015-01-24,frozen meals
1239,2015-01-24,condensed milk
1239,2015-01-24,whole milk
1324,2015-01-24,specialty bar
1324,2015-01-24,condensed milk
1730,2015-01-24,sausage
1730,2015-01-24,whole milk
2254,2015-01-24,frankfurter
2254,2015-01-24,pork
2698,2015-01-24,beef
2698,2015-01-24,pastry
2698,2015-01-24,yogurt
2698,2015-01-24,chewing gum
3026,2015-01-24,soda
3026,2015-01-24,domestic eggs
3026,2015-01-24,artif. sweetener
3201,2015-01-24,whole milk
3201,2015-01-24,tropical fruit
3245,2015-01-24,beef
3245,2015-01-24,white wine
3245,2015-01-24,pip fruit
3347,2015-01-24,beef
3347,2015-01-24,ice cream
3347,2015-01-24,other vegetables
3539,2015-01-24,root vegetables
3539,2015-01-24,bottled beer
3575,2015-01-24,chocolate marshmallow
3575,2015-01-24,whole milk
3575,2015-01-24,sugar
3651,2015-01-24,hamburger meat
3651,2015-01-24,whole milk
3651,2015-01-24,pet care
3651,2015-01-24,meat
3651,2015-01-24,other vegetables
3651,2015-01-24,rolls/buns
3651,2015-01-24,grapes
3651,2015-01-24,oil
3703,2015-01-24,whole milk
3703,2015-01-24,domestic eggs
3703,2015-01-24,yogurt
4296,2015-01-24,frankfurter
4296,2015-01-24,fruit/vegetable juice
4308,2015-01-24,citrus fruit
4308,2015-01-24,citrus fruit
4308,2015-01-24,whole milk
4308,2015-01-24,newspapers
4308,2015-01-24,detergent
4308,2015-01-24,yogurt
4308,2015-01-24,salty snack
4677,2015-01-24,butter
4677,2015-01-24,whole milk
4743,2015-01-24,sausage
4743,2015-01-24,pastry
4743,2015-01-24,bottled beer
4743,2015-01-24,UHT-milk
4778,2015-01-24,frankfurter
4778,2015-01-24,packaged fruit/vegetables
4999,2015-01-24,tropical fruit
4999,2015-01-24,berries
4999,2015-01-24,other vegetables
4999,2015-01-24,yogurt
4999,2015-01-24,kitchen towels
4999,2015-01-24,napkins
1615,2015-01-25,sausage
1615,2015-01-25,beverages
1858,2015-01-25,pastry
1858,2015-01-25,butter milk
1858,2015-01-25,hygiene articles
1897,2015-01-25,pork
1897,2015-01-25,root vegetables
1903,2015-01-25,bottled water
1903,2015-01-25,chicken
1903,2015-01-25,other vegetables
1903,2015-01-25,ketchup
1946,2015-01-25,cream cheese
1946,2015-01-25,whole milk
2096,2015-01-25,sausage
2096,2015-01-25,soda
2102,2015-01-25,fruit/vegetable juice
2102,2015-01-25,beef
2135,2015-01-25,beef
2135,2015-01-25,whole milk
2135,2015-01-25,cream cheese
2135,2015-01-25,butter
2578,2015-01-25,bottled beer
2578,2015-01-25,tropical fruit
2578,2015-01-25,bottled water
2718,2015-01-25,whole milk
2718,2015-01-25,chewing gum
3209,2015-01-25,canned beer
3209,2015-01-25,newspapers
3303,2015-01-25,bottled water
3303,2015-01-25,citrus fruit
3303,2015-01-25,butter
3303,2015-01-25,whole milk
3363,2015-01-25,butter
3363,2015-01-25,detergent
3473,2015-01-25,whole milk
3473,2015-01-25,whole milk
3532,2015-01-25,meat
3532,2015-01-25,pip fruit
3537,2015-01-25,citrus fruit
3537,2015-01-25,yogurt
3894,2015-01-25,fruit/vegetable juice
3894,2015-01-25,root vegetables
3894,2015-01-25,pastry
4338,2015-01-25,pip fruit
4338,2015-01-25,cream cheese
4573,2015-01-25,pork
4573,2015-01-25,curd
4643,2015-01-25,whole milk
4643,2015-01-25,cookware
4643,2015-01-25,brown bread
4643,2015-01-25,bottled beer
4694,2015-01-25,citrus fruit
4694,2015-01-25,sausage
4694,2015-01-25,brown bread
4781,2015-01-25,sausage
4781,2015-01-25,candles
4826,2015-01-25,tropical fruit
4826,2015-01-25,flour
4916,2015-01-25,brown bread
4916,2015-01-25,newspapers
4966,2015-01-25,sausage
4966,2015-01-25,packaged fruit/vegetables
4966,2015-01-25,curd
4966,2015-01-25,fruit/vegetable juice
1174,2015-01-26,pip fruit
1174,2015-01-26,whipped/sour cream
1449,2015-01-26,finished products
1449,2015-01-26,domestic eggs
1449,2015-01-26,margarine
1584,2015-01-26,rolls/buns
1584,2015-01-26,soda
1584,2015-01-26,curd
1584,2015-01-26,dessert
1804,2015-01-26,whole milk
1804,2015-01-26,cream cheese
2120,2015-01-26,beef
2120,2015-01-26,whole milk
2321,2015-01-26,whipped/sour cream
2321,2015-01-26,other vegetables
2577,2015-01-26,ice cream
2577,2015-01-26,other vegetables
2604,2015-01-26,citrus fruit
2604,2015-01-26,white bread
2606,2015-01-26,chicken
2606,2015-01-26,tropical fruit
2606,2015-01-26,rolls/buns
2606,2015-01-26,liquor
3072,2015-01-26,bottled water
3072,2015-01-26,whole milk
3072,2015-01-26,citrus fruit
3072,2015-01-26,citrus fruit
3072,2015-01-26,pickled vegetables
3072,2015-01-26,salad dressing
3228,2015-01-26,tropical fruit
3228,2015-01-26,chicken
3228,2015-01-26,sausage
3228,2015-01-26,organic sausage
3228,2015-01-26,other vegetables
3228,2015-01-26,whipped/sour cream
3228,2015-01-26,other vegetables
3228,2015-01-26,butter milk
3236,2015-01-26,dessert
3236,2015-01-26,herbs
3236,2015-01-26,waffles
3389,2015-01-26,whole milk
3389,2015-01-26,beef
3389,2015-01-26,root vegetables
3389,2015-01-26,newspapers
3412,2015-01-26,canned beer
3412,2015-01-26,other vegetables
3412,2015-01-26,waffles
3412,2015-01-26,oil
3430,2015-01-26,root vegetables
3430,2015-01-26,flour
3430,2015-01-26,female sanitary products
3430,2015-01-26,packaged fruit/vegetables
3430,2015-01-26,brown bread
3430,2015-01-26,rolls/buns
3430,2015-01-26,rolls/buns
3430,2015-01-26,sauces
3640,2015-01-26,pip fruit
3640,2015-01-26,white wine
3640,2015-01-26,whole milk
3732,2015-01-26,pip fruit
3732,2015-01-26,berries
3732,2015-01-26,white wine
3732,2015-01-26,other vegetables
3963,2015-01-26,sausage
3963,2015-01-26,meat spreads
4155,2015-01-26,citrus fruit
4155,2015-01-26,soda
4155,2015-01-26,herbs
4155,2015-01-26,oil
4171,2015-01-26,sausage
4171,2015-01-26,newspapers
4340,2015-01-26,soda
4340,2015-01-26,whole milk
4886,2015-01-26,liver loaf
4886,2015-01-26,soda
1143,2015-01-27,misc. beverages
1143,2015-01-27,spread cheese
1230,2015-01-27,soda
1230,2015-01-27,butter milk
1230,2015-01-27,soda
1231,2015-01-27,ice cream
1231,2015-01-27,onions
1401,2015-01-27,canned beer
1401,2015-01-27,soda
1451,2015-01-27,tropical fruit
1451,2015-01-27,fruit/vegetable juice
2100,2015-01-27,dessert
2100,2015-01-27,other vegetables
2347,2015-01-27,soda
2347,2015-01-27,red/blush wine
2599,2015-01-27,sausage
2599,2015-01-27,curd
2599,2015-01-27,salty snack
2745,2015-01-27,butter
2745,2015-01-27,frankfurter
2745,2015-01-27,root vegetables
2745,2015-01-27,butter milk
2745,2015-01-27,vinegar
2749,2015-01-27,misc. beverages
2749,2015-01-27,onions
2767,2015-01-27,root vegetables
2767,2015-01-27,sausage
2767,2015-01-27,root vegetables
2767,2015-01-27,other vegetables
2767,2015-01-27,long life bakery product
2840,2015-01-27,photo/film
2840,2015-01-27,cat food
2897,2015-01-27,zwieback
2897,2015-01-27,yogurt
2958,2015-01-27,onions
2958,2015-01-27,tropical fruit
2971,2015-01-27,coffee
2971,2015-01-27,hamburger meat
3354,2015-01-27,sausage
3354,2015-01-27,salty snack
3657,2015-01-27,liver loaf
3657,2015-01-27,domestic eggs
3803,2015-01-27,dessert
3803,2015-01-27,tropical fruit
3923,2015-01-27,frankfurter
3923,2015-01-27,butter
3923,2015-01-27,bottled beer
4099,2015-01-27,bottled water
4099,2015-01-27,misc. beverages
4099,2015-01-27,fruit/vegetable juice
4361,2015-01-27,other vegetables
4361,2015-01-27,rolls/buns
4415,2015-01-27,other vegetables
4415,2015-01-27,coffee
4656,2015-01-27,white wine
4656,2015-01-27,cat food
4783,2015-01-27,sausage
4783,2015-01-27,yogurt
4807,2015-01-27,beef
4807,2015-01-27,UHT-milk
4807,2015-01-27,misc. beverages
4827,2015-01-27,curd
4827,2015-01-27,processed cheese
4827,2015-01-27,bottled water
4827,2015-01-27,pickled vegetables
4918,2015-01-27,yogurt
4918,2015-01-27,rolls/buns
4918,2015-01-27,fruit/vegetable juice
4918,2015-01-27,spices
4918,2015-01-27,canned fish
1144,2015-01-28,soda
1144,2015-01-28,whipped/sour cream
1287,2015-01-28,frankfurter
1287,2015-01-28,pip fruit
1295,2015-01-28,sausage
1295,2015-01-28,bottled water
1516,2015-01-28,brown bread
1516,2015-01-28,oil
2001,2015-01-28,beef
2001,2015-01-28,processed cheese
2001,2015-01-28,other vegetables
2001,2015-01-28,spices
2165,2015-01-28,soda
2165,2015-01-28,other vegetables
2244,2015-01-28,soda
2244,2015-01-28,yogurt
2244,2015-01-28,sliced cheese
2245,2015-01-28,turkey
2245,2015-01-28,shopping bags
2517,2015-01-28,root vegetables
2517,2015-01-28,sausage
2517,2015-01-28,cream cheese
2517,2015-01-28,yogurt
2517,2015-01-28,detergent
2600,2015-01-28,yogurt
2600,2015-01-28,frozen meals
2600,2015-01-28,frozen vegetables
2789,2015-01-28,whole milk
2789,2015-01-28,fish
2789,2015-01-28,other vegetables
2789,2015-01-28,soda
2912,2015-01-28,pip fruit
2912,2015-01-28,soda
2975,2015-01-28,liver loaf
2975,2015-01-28,pasta
2975,2015-01-28,grapes
2975,2015-01-28,other vegetables
3284,2015-01-28,tropical fruit
3284,2015-01-28,rolls/buns
3298,2015-01-28,canned beer
3298,2015-01-28,herbs
3467,2015-01-28,soda
3467,2015-01-28,beef
3519,2015-01-28,hamburger meat
3519,2015-01-28,citrus fruit
3519,2015-01-28,whole milk
3519,2015-01-28,specialty bar
3846,2015-01-28,bottled water
3846,2015-01-28,domestic eggs
3973,2015-01-28,root vegetables
3973,2015-01-28,butter
3982,2015-01-28,soda
3982,2015-01-28,liquor (appetizer)
4051,2015-01-28,whole milk
4051,2015-01-28,whole milk
4051,2015-01-28,napkins
4345,2015-01-28,rolls/buns
4345,2015-01-28,pip fruit
4713,2015-01-28,beef
4713,2015-01-28,bottled beer
4713,2015-01-28,herbs
4826,2015-01-28,ham
4826,2015-01-28,tropical fruit
4986,2015-01-28,pork
4986,2015-01-28,frozen vegetables
4986,2015-01-28,frozen meals
4986,2015-01-28,other vegetables
4986,2015-01-28,popcorn
4986,2015-01-28,oil
1075,2015-01-29,pip fruit
1075,2015-01-29,rolls/buns
1116,2015-01-29,other vegetables
1116,2015-01-29,cream cheese
1116,2015-01-29,liquor
