satisfaction,Gender,Age,Customer_Type,Class,Flight_Distance,Seat_comfort,Food_and_drink,Inflight_wifi_service,Inflight_entertainment,Onboard_service,Leg_room_service,Baggage_handling,Cleanliness,Departure_Delay_in_Minutes,Arrival_Delay_in_Minutes
satisfied,Male,29.0,Loyal Customer,Eco,2590.0,5.0,5.0,2.0,5.0,3.0,2.0,5.0,4.0,0.0,0.0
satisfied,Female,56.0,Loyal Customer,Business,984.0,0.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,0.0,0.0
satisfied,Female,51.0,Loyal Customer,Business,622.0,5.0,5.0,4.0,1.0,4.0,4.0,4.0,4.0,0.0,0.0
dissatisfied,Male,66.0,Loyal Customer,Eco Plus,2544.0,1.0,1.0,2.0,1.0,5.0,4.0,5.0,4.0,0.0,0.0
dissatisfied,Male,14.0,Loyal Customer,Eco,2163.0,4.0,4.0,1.0,4.0,3.0,5.0,4.0,4.0,54.0,45.0
satisfied,Female,43.0,Loyal Customer,Eco,2191.0,4.0,1.0,4.0,4.0,1.0,5.0,2.0,2.0,0.0,17.0
satisfied,Female,30.0,Loyal Customer,Eco,2168.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,72.0,58.0
satisfied,Female,23.0,Loyal Customer,Business,1583.0,3.0,1.0,3.0,5.0,4.0,4.0,4.0,4.0,0.0,0.0
satisfied,Male,33.0,Loyal Customer,Eco,1539.0,5.0,5.0,5.0,5.0,2.0,1.0,4.0,3.0,10.0,0.0
satisfied,Female,50.0,Loyal Customer,Eco Plus,1324.0,5.0,5.0,5.0,4.0,2.0,2.0,2.0,2.0,10.0,0.0
dissatisfied,Male,30.0,Loyal Customer,Eco,2669.0,1.0,1.0,3.0,1.0,3.0,2.0,3.0,5.0,0.0,0.0
satisfied,Female,70.0,Loyal Customer,Eco,854.0,4.0,4.0,2.0,4.0,5.0,5.0,5.0,5.0,9.0,0.0
dissatisfied,Male,39.0,Loyal Customer,Eco,2358.0,2.0,2.0,3.0,2.0,2.0,2.0,4.0,4.0,0.0,0.0
dissatisfied,Male,16.0,Loyal Customer,Eco,1539.0,3.0,0.0,4.0,0.0,1.0,1.0,3.0,3.0,0.0,0.0
satisfied,Female,38.0,Loyal Customer,Eco,2959.0,2.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0
dissatisfied,Male,48.0,Loyal Customer,Eco,1475.0,4.0,4.0,1.0,4.0,5.0,3.0,4.0,5.0,0.0,0.0
dissatisfied,Male,56.0,Loyal Customer,Eco Plus,1872.0,3.0,3.0,4.0,3.0,4.0,3.0,5.0,5.0,43.0,44.0
dissatisfied,Female,59.0,Loyal Customer,Eco,633.0,3.0,3.0,2.0,5.0,4.0,3.0,5.0,4.0,37.0,33.0
dissatisfied,Male,63.0,Loyal Customer,Eco,1763.0,2.0,2.0,5.0,2.0,3.0,5.0,4.0,4.0,0.0,0.0
dissatisfied,Female,50.0,Loyal Customer,Eco,389.0,4.0,4.0,4.0,4.0,1.0,4.0,1.0,1.0,0.0,12.0
dissatisfied,Male,8.0,Loyal Customer,Eco,2172.0,1.0,0.0,3.0,0.0,3.0,3.0,4.0,4.0,0.0,0.0
dissatisfied,Female,56.0,Loyal Customer,Eco,418.0,4.0,4.0,5.0,4.0,1.0,4.0,1.0,1.0,0.0,0.0
dissatisfied,Male,27.0,Loyal Customer,Eco,1650.0,4.0,4.0,2.0,4.0,3.0,3.0,5.0,4.0,0.0,0.0
satisfied,Female,31.0,Loyal Customer,Eco,2242.0,1.0,1.0,4.0,3.0,4.0,4.0,5.0,4.0,63.0,65.0
dissatisfied,Male,29.0,Loyal Customer,Eco,1294.0,3.0,3.0,1.0,3.0,4.0,4.0,2.0,1.0,0.0,0.0
dissatisfied,Male,12.0,Loyal Customer,Eco,1485.0,1.0,1.0,4.0,1.0,4.0,5.0,2.0,3.0,0.0,0.0
satisfied,Female,41.0,Loyal Customer,Eco,1982.0,5.0,1.0,5.0,4.0,5.0,5.0,5.0,5.0,0.0,32.0
dissatisfied,Male,60.0,Loyal Customer,Eco,3692.0,1.0,1.0,2.0,1.0,5.0,2.0,3.0,5.0,0.0,0.0
dissatisfied,Male,19.0,Loyal Customer,Eco,1211.0,2.0,2.0,3.0,2.0,3.0,3.0,4.0,5.0,14.0,9.0
satisfied,Female,63.0,Loyal Customer,Eco,1078.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,43.0,47.0
dissatisfied,Male,44.0,Loyal Customer,Eco,2045.0,2.0,2.0,2.0,2.0,4.0,2.0,5.0,5.0,0.0,0.0
dissatisfied,Male,14.0,Loyal Customer,Eco,1593.0,2.0,2.0,1.0,2.0,5.0,4.0,5.0,4.0,0.0,12.0
dissatisfied,Female,62.0,Loyal Customer,Eco,554.0,4.0,4.0,2.0,1.0,4.0,4.0,4.0,4.0,0.0,0.0
satisfied,Female,62.0,Loyal Customer,Eco,577.0,4.0,4.0,5.0,5.0,3.0,5.0,5.0,5.0,0.0,0.0
satisfied,Female,49.0,Loyal Customer,Eco,309.0,1.0,1.0,5.0,5.0,5.0,4.0,4.0,4.0,0.0,0.0
satisfied,Female,15.0,Loyal Customer,Eco,1743.0,3.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,8.0
satisfied,Female,10.0,Loyal Customer,Eco,4142.0,3.0,4.0,3.0,4.0,1.0,1.0,3.0,5.0,0.0,0.0
satisfied,Female,62.0,Loyal Customer,Eco,517.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,23.0,35.0
dissatisfied,Male,11.0,Loyal Customer,Eco,1829.0,1.0,1.0,2.0,1.0,4.0,4.0,5.0,5.0,0.0,37.0
dissatisfied,Male,15.0,Loyal Customer,Eco,3147.0,2.0,2.0,3.0,2.0,4.0,3.0,4.0,5.0,38.0,28.0
dissatisfied,Male,55.0,Loyal Customer,Eco,3593.0,2.0,2.0,5.0,2.0,4.0,5.0,3.0,2.0,31.0,51.0
satisfied,Female,20.0,Loyal Customer,Eco,1503.0,1.0,1.0,5.0,4.0,4.0,4.0,5.0,4.0,0.0,0.0
dissatisfied,Male,58.0,Loyal Customer,Eco Plus,1868.0,1.0,2.0,2.0,2.0,3.0,5.0,4.0,4.0,0.0,0.0
dissatisfied,Female,25.0,Loyal Customer,Business,1138.0,4.0,4.0,4.0,4.0,5.0,2.0,4.0,5.0,0.0,0.0
dissatisfied,Male,63.0,Loyal Customer,Eco,2592.0,2.0,2.0,4.0,2.0,5.0,2.0,1.0,1.0,32.0,27.0
satisfied,Male,34.0,Loyal Customer,Eco,2139.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,4.0,0.0,0.0
satisfied,Female,35.0,Loyal Customer,Eco,2175.0,2.0,2.0,5.0,4.0,5.0,5.0,5.0,5.0,79.0,97.0
satisfied,Female,54.0,Loyal Customer,Eco Plus,410.0,1.0,1.0,3.0,4.0,5.0,5.0,5.0,5.0,110.0,116.0
dissatisfied,Male,64.0,Loyal Customer,Eco Plus,1991.0,2.0,2.0,4.0,2.0,4.0,5.0,5.0,4.0,0.0,0.0
dissatisfied,Male,39.0,Loyal Customer,Eco,1900.0,3.0,4.0,2.0,4.0,3.0,3.0,5.0,2.0,9.0,6.0
dissatisfied,Male,46.0,Loyal Customer,Eco,2095.0,2.0,2.0,5.0,2.0,4.0,3.0,5.0,5.0,17.0,5.0
dissatisfied,Male,44.0,Loyal Customer,Eco,1880.0,1.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,0.0,0.0
satisfied,Female,54.0,Loyal Customer,Eco,768.0,0.0,0.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,6.0
satisfied,Female,56.0,Loyal Customer,Eco,393.0,2.0,2.0,4.0,5.0,4.0,4.0,4.0,4.0,35.0,35.0
satisfied,Female,23.0,Loyal Customer,Eco,2775.0,1.0,1.0,2.0,5.0,4.0,4.0,4.0,4.0,8.0,0.0
dissatisfied,Male,52.0,Loyal Customer,Eco,2118.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,50.0,47.0
satisfied,Female,29.0,Loyal Customer,Eco,3804.0,5.0,3.0,5.0,5.0,5.0,1.0,3.0,2.0,5.0,0.0
dissatisfied,Male,30.0,Loyal Customer,Eco,3468.0,1.0,1.0,1.0,1.0,3.0,4.0,4.0,4.0,978.0,970.0
dissatisfied,Male,46.0,Loyal Customer,Eco,1848.0,1.0,1.0,4.0,1.0,3.0,4.0,5.0,5.0,0.0,0.0
satisfied,Female,15.0,Loyal Customer,Eco,2308.0,5.0,5.0,1.0,4.0,5.0,5.0,5.0,5.0,0.0,0.0
satisfied,Female,19.0,Loyal Customer,Eco Plus,2065.0,1.0,1.0,5.0,5.0,5.0,5.0,4.0,5.0,0.0,0.0
dissatisfied,Male,56.0,Loyal Customer,Eco,1462.0,3.0,3.0,3.0,3.0,2.0,3.0,5.0,5.0,7.0,0.0
dissatisfied,Male,52.0,Loyal Customer,Eco,1935.0,2.0,2.0,5.0,2.0,3.0,2.0,5.0,5.0,5.0,0.0
dissatisfied,Male,14.0,Loyal Customer,Eco,3803.0,1.0,1.0,1.0,3.0,5.0,4.0,3.0,1.0,16.0,18.0
dissatisfied,Female,44.0,Loyal Customer,Eco,1476.0,4.0,3.0,5.0,4.0,3.0,3.0,1.0,3.0,0.0,0.0
satisfied,Male,61.0,Loyal Customer,Eco,3089.0,5.0,5.0,4.0,5.0,3.0,4.0,2.0,4.0,1.0,0.0
dissatisfied,Male,15.0,Loyal Customer,Eco,2345.0,3.0,3.0,5.0,3.0,3.0,4.0,2.0,3.0,0.0,0.0
dissatisfied,Female,23.0,Loyal Customer,Eco,1829.0,4.0,4.0,1.0,4.0,5.0,4.0,4.0,4.0,0.0,0.0
dissatisfied,Male,7.0,Loyal Customer,Eco,2099.0,1.0,1.0,5.0,1.0,5.0,3.0,5.0,5.0,1.0,0.0
dissatisfied,Male,27.0,Loyal Customer,Eco,2806.0,2.0,2.0,2.0,2.0,4.0,5.0,5.0,4.0,9.0,7.0
satisfied,Female,25.0,Loyal Customer,Eco,1939.0,3.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,61.0,55.0
dissatisfied,Male,40.0,Loyal Customer,Eco Plus,2449.0,2.0,2.0,1.0,2.0,5.0,3.0,5.0,5.0,0.0,3.0
dissatisfied,Male,66.0,Loyal Customer,Eco,2170.0,4.0,4.0,3.0,4.0,3.0,1.0,5.0,4.0,0.0,0.0
dissatisfied,Male,45.0,Loyal Customer,Eco,3616.0,3.0,4.0,5.0,4.0,5.0,1.0,3.0,1.0,7.0,77.0
satisfied,Male,7.0,Loyal Customer,Eco,1019.0,4.0,4.0,5.0,4.0,2.0,5.0,1.0,5.0,0.0,2.0
dissatisfied,Male,45.0,Loyal Customer,Eco,4065.0,3.0,3.0,2.0,3.0,5.0,4.0,4.0,5.0,0.0,0.0
satisfied,Female,64.0,Loyal Customer,Eco,121.0,4.0,4.0,2.0,5.0,2.0,2.0,2.0,2.0,0.0,0.0
satisfied,Female,11.0,Loyal Customer,Eco,1948.0,5.0,5.0,4.0,2.0,5.0,5.0,5.0,5.0,0.0,43.0
dissatisfied,Female,7.0,Loyal Customer,Eco,2385.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,5.0,17.0
dissatisfied,Male,37.0,Loyal Customer,Eco,2929.0,1.0,1.0,3.0,1.0,3.0,2.0,2.0,3.0,0.0,0.0
dissatisfied,Male,32.0,Loyal Customer,Eco,1737.0,3.0,3.0,4.0,3.0,1.0,1.0,5.0,3.0,50.0,37.0
satisfied,Female,36.0,disloyal Customer,Eco,3466.0,0.0,0.0,4.0,0.0,5.0,4.0,5.0,5.0,0.0,0.0
dissatisfied,Male,27.0,Loyal Customer,Eco,3239.0,3.0,2.0,1.0,2.0,4.0,1.0,2.0,3.0,0.0,0.0
satisfied,Female,54.0,Loyal Customer,Eco,307.0,4.0,5.0,4.0,4.0,1.0,1.0,3.0,3.0,7.0,0.0
satisfied,Female,66.0,Loyal Customer,Eco,2682.0,0.0,0.0,5.0,5.0,4.0,4.0,4.0,4.0,0.0,0.0
dissatisfied,Male,16.0,Loyal Customer,Eco,1728.0,3.0,3.0,4.0,3.0,5.0,2.0,5.0,4.0,8.0,3.0
satisfied,Female,20.0,Loyal Customer,Eco Plus,2018.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,42.0,24.0
dissatisfied,Male,8.0,Loyal Customer,Eco,777.0,1.0,1.0,2.0,1.0,4.0,4.0,4.0,5.0,23.0,38.0
dissatisfied,Male,30.0,Loyal Customer,Eco,1638.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,55.0,88.0
satisfied,Female,44.0,Loyal Customer,Eco,1282.0,1.0,1.0,4.0,5.0,4.0,4.0,4.0,4.0,0.0,0.0
dissatisfied,Male,51.0,Loyal Customer,Eco,2209.0,1.0,1.0,1.0,1.0,4.0,4.0,5.0,5.0,5.0,0.0
satisfied,Female,63.0,Loyal Customer,Eco,314.0,2.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0
satisfied,Female,48.0,Loyal Customer,Eco,584.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0
satisfied,Female,36.0,Loyal Customer,Eco,1437.0,4.0,1.0,4.0,5.0,4.0,4.0,4.0,4.0,7.0,0.0
satisfied,Female,16.0,Loyal Customer,Eco,1864.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,14.0,7.0
dissatisfied,Male,43.0,Loyal Customer,Eco,2071.0,3.0,3.0,4.0,3.0,3.0,2.0,1.0,5.0,14.0,6.0
satisfied,Female,8.0,Loyal Customer,Eco,2457.0,0.0,0.0,5.0,5.0,1.0,1.0,1.0,1.0,22.0,15.0
dissatisfied,Male,44.0,Loyal Customer,Eco,1500.0,1.0,1.0,2.0,1.0,4.0,1.0,4.0,2.0,0.0,3.0
satisfied,Male,68.0,Loyal Customer,Eco,2971.0,0.0,0.0,2.0,0.0,3.0,1.0,5.0,1.0,1.0,0.0
satisfied,Female,16.0,Loyal Customer,Eco,2896.0,2.0,2.0,5.0,4.0,4.0,5.0,4.0,4.0,0.0,0.0
satisfied,Female,51.0,Loyal Customer,Eco,648.0,3.0,3.0,4.0,4.0,3.0,3.0,5.0,1.0,0.0,0.0
satisfied,Female,9.0,Loyal Customer,Eco,1807.0,4.0,5.0,5.0,4.0,2.0,4.0,5.0,3.0,0.0,0.0
dissatisfied,Male,36.0,Loyal Customer,Business,826.0,3.0,3.0,5.0,2.0,4.0,3.0,4.0,4.0,0.0,0.0
satisfied,Female,41.0,Loyal Customer,Eco,2411.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,0.0,3.0
dissatisfied,Male,8.0,Loyal Customer,Eco,2346.0,3.0,3.0,5.0,3.0,3.0,4.0,4.0,5.0,0.0,0.0
satisfied,Female,46.0,Loyal Customer,Business,472.0,5.0,5.0,4.0,4.0,3.0,5.0,2.0,3.0,0.0,0.0
satisfied,Female,64.0,Loyal Customer,Eco,401.0,4.0,2.0,4.0,5.0,1.0,4.0,5.0,1.0,52.0,40.0
satisfied,Female,14.0,Loyal Customer,Eco,1695.0,0.0,0.0,4.0,5.0,4.0,4.0,4.0,4.0,0.0,0.0
satisfied,Female,43.0,Loyal Customer,Eco,693.0,1.0,1.0,4.0,4.0,5.0,5.0,5.0,5.0,7.0,0.0
dissatisfied,Female,56.0,Loyal Customer,Eco,567.0,3.0,3.0,5.0,5.0,5.0,3.0,3.0,5.0,0.0,0.0
satisfied,Female,27.0,Loyal Customer,Eco,1974.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,60.0,42.0
satisfied,Female,39.0,Loyal Customer,Eco,1851.0,5.0,5.0,5.0,5.0,4.0,2.0,5.0,4.0,2.0,4.0
dissatisfied,Male,42.0,Loyal Customer,Eco,1252.0,3.0,3.0,5.0,3.0,2.0,4.0,4.0,5.0,0.0,2.0
dissatisfied,Male,29.0,Loyal Customer,Eco,2602.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,1.0,0.0,0.0
satisfied,Female,26.0,Loyal Customer,Eco,1445.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,7.0,17.0
satisfied,Female,38.0,Loyal Customer,Eco Plus,1418.0,4.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,0.0,0.0
satisfied,Male,55.0,Loyal Customer,Eco,1327.0,4.0,4.0,3.0,4.0,3.0,1.0,1.0,2.0,3.0,0.0
dissatisfied,Male,60.0,Loyal Customer,Eco,3075.0,1.0,1.0,3.0,1.0,3.0,3.0,5.0,5.0,0.0,0.0
satisfied,Female,40.0,Loyal Customer,Business,1349.0,1.0,5.0,5.0,4.0,3.0,3.0,3.0,3.0,0.0,0.0
dissatisfied,Male,38.0,Loyal Customer,Eco,2595.0,1.0,0.0,2.0,0.0,5.0,4.0,4.0,4.0,0.0,0.0
satisfied,Female,48.0,Loyal Customer,Eco,592.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,9.0,9.0
dissatisfied,Male,14.0,Loyal Customer,Eco,2480.0,2.0,2.0,1.0,2.0,3.0,4.0,5.0,4.0,0.0,0.0
dissatisfied,Male,24.0,Loyal Customer,Eco,1503.0,2.0,2.0,2.0,2.0,5.0,3.0,5.0,5.0,0.0,26.0
satisfied,Female,19.0,Loyal Customer,Business,2262.0,5.0,5.0,5.0,5.0,1.0,1.0,3.0,5.0,0.0,0.0
satisfied,Female,55.0,Loyal Customer,Eco,726.0,5.0,5.0,2.0,4.0,4.0,4.0,4.0,4.0,40.0,21.0
dissatisfied,Female,63.0,Loyal Customer,Eco,2040.0,4.0,3.0,3.0,2.0,4.0,5.0,5.0,4.0,123.0,150.0
satisfied,Female,43.0,Loyal Customer,Eco,72.0,4.0,4.0,4.0,4.0,3.0,2.0,5.0,5.0,0.0,0.0
dissatisfied,Male,18.0,Loyal Customer,Eco,1254.0,3.0,3.0,2.0,3.0,5.0,4.0,4.0,5.0,40.0,28.0
dissatisfied,Male,28.0,Loyal Customer,Eco,1369.0,2.0,2.0,2.0,2.0,5.0,4.0,5.0,4.0,0.0,0.0
dissatisfied,Female,46.0,Loyal Customer,Eco,1816.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,9.0
dissatisfied,Male,67.0,Loyal Customer,Eco,2761.0,3.0,2.0,1.0,2.0,5.0,4.0,4.0,5.0,33.0,24.0
dissatisfied,Male,44.0,Loyal Customer,Eco,1709.0,1.0,1.0,1.0,1.0,5.0,3.0,4.0,5.0,0.0,8.0
dissatisfied,Male,24.0,Loyal Customer,Eco,2010.0,2.0,2.0,4.0,2.0,5.0,4.0,5.0,5.0,0.0,0.0
dissatisfied,Male,16.0,Loyal Customer,Eco Plus,2418.0,2.0,2.0,3.0,2.0,5.0,3.0,5.0,5.0,3.0,0.0
dissatisfied,Male,33.0,Loyal Customer,Eco Plus,1428.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,4.0,16.0
satisfied,Female,39.0,Loyal Customer,Eco,1676.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,68.0,99.0
dissatisfied,Female,48.0,Loyal Customer,Eco,2334.0,4.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,0.0,0.0
dissatisfied,Female,45.0,Loyal Customer,Eco,1979.0,1.0,0.0,0.0,4.0,5.0,4.0,4.0,4.0,139.0,146.0
dissatisfied,Male,26.0,Loyal Customer,Eco,2001.0,4.0,4.0,5.0,4.0,2.0,3.0,3.0,1.0,0.0,0.0
satisfied,Female,57.0,Loyal Customer,Eco,1474.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,0.0,1.0
satisfied,Female,7.0,Loyal Customer,Eco Plus,1862.0,2.0,2.0,4.0,4.0,5.0,5.0,3.0,4.0,1.0,0.0
dissatisfied,Male,65.0,Loyal Customer,Eco,1363.0,2.0,0.0,4.0,0.0,3.0,3.0,4.0,5.0,0.0,12.0
dissatisfied,Female,19.0,Loyal Customer,Eco,1813.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,5.0,15.0,0.0
dissatisfied,Male,44.0,Loyal Customer,Eco,2774.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,129.0,114.0
satisfied,Female,37.0,Loyal Customer,Eco,3630.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,0.0,0.0
satisfied,Female,45.0,Loyal Customer,Eco,738.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,7.0
satisfied,Female,66.0,Loyal Customer,Business,434.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,0.0,0.0
satisfied,Female,64.0,Loyal Customer,Eco,335.0,2.0,2.0,5.0,5.0,4.0,4.0,4.0,4.0,0.0,0.0
satisfied,Female,15.0,Loyal Customer,Eco,1232.0,5.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,5.0,2.0
dissatisfied,Male,63.0,Loyal Customer,Eco,1999.0,3.0,3.0,5.0,3.0,4.0,3.0,4.0,3.0,13.0,3.0
satisfied,Female,62.0,Loyal Customer,Eco,682.0,4.0,4.0,4.0,4.0,4.0,2.0,5.0,4.0,55.0,50.0
dissatisfied,Male,52.0,Loyal Customer,Eco,1949.0,1.0,1.0,4.0,1.0,3.0,2.0,4.0,5.0,19.0,10.0
satisfied,Female,44.0,Loyal Customer,Eco,891.0,5.0,5.0,2.0,5.0,1.0,5.0,1.0,1.0,29.0,8.0
satisfied,Female,33.0,Loyal Customer,Eco,1774.0,3.0,3.0,5.0,4.0,2.0,2.0,2.0,2.0,0.0,0.0
dissatisfied,Female,66.0,Loyal Customer,Eco,2446.0,1.0,1.0,1.0,5.0,4.0,4.0,4.0,3.0,148.0,138.0
satisfied,Female,11.0,Loyal Customer,Eco,3124.0,5.0,5.0,1.0,5.0,3.0,2.0,4.0,4.0,19.0,1.0
satisfied,Female,11.0,Loyal Customer,Eco Plus,1469.0,5.0,1.0,4.0,5.0,4.0,4.0,4.0,4.0,0.0,0.0
satisfied,Female,26.0,Loyal Customer,Eco,1936.0,5.0,4.0,2.0,4.0,3.0,5.0,5.0,4.0,1.0,0.0
dissatisfied,Female,42.0,Loyal Customer,Eco,362.0,4.0,4.0,1.0,3.0,5.0,4.0,5.0,5.0,0.0,0.0
dissatisfied,Male,38.0,Loyal Customer,Eco,1805.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,0.0,2.0
satisfied,Female,13.0,Loyal Customer,Eco,2016.0,3.0,3.0,4.0,4.0,2.0,4.0,2.0,4.0,0.0,26.0
satisfied,Female,50.0,Loyal Customer,Eco,561.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,0.0,0.0
satisfied,Female,69.0,Loyal Customer,Eco,804.0,3.0,3.0,1.0,3.0,4.0,4.0,5.0,4.0,0.0,0.0
dissatisfied,Male,59.0,Loyal Customer,Eco,2182.0,2.0,2.0,4.0,2.0,3.0,5.0,5.0,5.0,17.0,18.0
dissatisfied,Male,67.0,Loyal Customer,Eco,1451.0,2.0,2.0,2.0,2.0,4.0,3.0,4.0,4.0,9.0,0.0
dissatisfied,Male,7.0,Loyal Customer,Eco,1532.0,2.0,2.0,5.0,2.0,4.0,4.0,5.0,5.0,28.0,29.0
dissatisfied,Male,9.0,Loyal Customer,Business,2528.0,4.0,3.0,4.0,3.0,4.0,4.0,5.0,4.0,44.0,39.0
dissatisfied,Male,59.0,Loyal Customer,Eco Plus,2049.0,3.0,3.0,4.0,3.0,3.0,2.0,5.0,4.0,0.0,0.0
dissatisfied,Male,26.0,Loyal Customer,Eco,2179.0,2.0,2.0,4.0,2.0,4.0,3.0,4.0,5.0,0.0,0.0
satisfied,Female,55.0,Loyal Customer,Eco,478.0,0.0,0.0,5.0,5.0,3.0,0.0,3.0,3.0,0.0,0.0
satisfied,Female,53.0,Loyal Customer,Eco,1001.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,28.0,20.0
dissatisfied,Male,28.0,Loyal Customer,Eco,2223.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,0.0,10.0
dissatisfied,Female,36.0,Loyal Customer,Eco,1845.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,2.0,27.0
satisfied,Female,20.0,Loyal Customer,Eco Plus,2839.0,1.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,35.0,11.0
satisfied,Female,43.0,Loyal Customer,Eco,488.0,1.0,1.0,4.0,5.0,4.0,4.0,4.0,4.0,51.0,66.0
satisfied,Female,60.0,Loyal Customer,Eco,2271.0,3.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,0.0,0.0
dissatisfied,Male,20.0,Loyal Customer,Business,2319.0,1.0,1.0,2.0,1.0,5.0,4.0,5.0,4.0,0.0,0.0
satisfied,Female,15.0,Loyal Customer,Eco,2709.0,2.0,2.0,4.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0
dissatisfied,Male,8.0,Loyal Customer,Eco,1980.0,2.0,2.0,2.0,2.0,3.0,5.0,4.0,4.0,0.0,0.0
satisfied,Female,57.0,Loyal Customer,Eco,95.0,1.0,1.0,3.0,5.0,5.0,5.0,5.0,5.0,21.0,15.0
dissatisfied,Female,21.0,Loyal Customer,Eco,2260.0,3.0,2.0,2.0,3.0,2.0,4.0,4.0,1.0,136.0,117.0
dissatisfied,Male,16.0,Loyal Customer,Eco,2089.0,2.0,2.0,4.0,2.0,4.0,3.0,4.0,3.0,12.0,0.0
dissatisfied,Male,8.0,Loyal Customer,Eco,2432.0,4.0,4.0,4.0,4.0,1.0,3.0,4.0,4.0,0.0,0.0
dissatisfied,Male,34.0,Loyal Customer,Eco,1979.0,3.0,3.0,2.0,3.0,5.0,3.0,5.0,5.0,23.0,8.0
dissatisfied,Male,58.0,Loyal Customer,Eco,2015.0,1.0,1.0,3.0,1.0,3.0,3.0,4.0,5.0,0.0,0.0
satisfied,Female,41.0,Loyal Customer,Eco,2050.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,2.0
satisfied,Female,21.0,Loyal Customer,Eco,1633.0,5.0,4.0,5.0,5.0,5.0,2.0,5.0,5.0,0.0,0.0
satisfied,Female,16.0,Loyal Customer,Eco,1617.0,4.0,4.0,5.0,2.0,4.0,4.0,4.0,4.0,13.0,11.0
dissatisfied,Male,23.0,Loyal Customer,Eco,2045.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,4.0,0.0
dissatisfied,Male,54.0,Loyal Customer,Eco,1394.0,3.0,3.0,2.0,3.0,5.0,4.0,5.0,4.0,0.0,0.0
dissatisfied,Female,15.0,Loyal Customer,Eco,1089.0,4.0,4.0,2.0,4.0,3.0,4.0,4.0,5.0,4.0,1.0
satisfied,Female,24.0,Loyal Customer,Eco,2354.0,0.0,0.0,3.0,2.0,5.0,4.0,4.0,5.0,0.0,0.0
satisfied,Female,15.0,Loyal Customer,Eco Plus,1949.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,0.0,7.0
satisfied,Female,29.0,Loyal Customer,Eco,1755.0,5.0,5.0,4.0,4.0,5.0,5.0,1.0,5.0,0.0,0.0
satisfied,Female,37.0,Loyal Customer,Eco,1745.0,5.0,4.0,3.0,4.0,5.0,3.0,5.0,5.0,0.0,0.0
dissatisfied,Female,13.0,Loyal Customer,Eco Plus,2454.0,4.0,4.0,3.0,4.0,3.0,2.0,5.0,5.0,121.0,109.0
satisfied,Female,15.0,Loyal Customer,Eco,3659.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,0.0,12.0
