id,published,subject,level,price,subscribers,reviews,lectures,duration
1581,2014-12-19,Business Finance,Beginner Level,2.2,188,10,20,1.5
1582,2014-01-27,Business Finance,All Levels,1.7,207,8,30,3.5
1583,2015-01-03,Web Development,Beginner Level,0,12974,120,13,1
1584,2015-08-13,Graphic Design,All Levels,2.6,2266,26,10,1
1585,2015-11-17,Musical Instruments,All Levels,1.7,58,4,47,2.5
1586,2015-03-08,Business Finance,All Levels,1.7,13,1,9,1
1587,2016-05-08,Web Development,All Levels,12.6,1683,340,48,8
1588,2015-05-13,Business Finance,All Levels,8.3,2688,61,50,2
1589,2015-09-12,Business Finance,Intermediate Level,4.8,375,10,19,1
1590,2016-02-05,Business Finance,All Levels,1.7,1086,27,28,2
1591,2016-02-22,Musical Instruments,Beginner Level,1.7,390,4,10,0.733333333333333
1592,2015-07-10,Graphic Design,All Levels,2.2,82,5,40,8
1593,2015-02-18,Business Finance,All Levels,4.3,11,0,57,3
1594,2016-09-25,Business Finance,Beginner Level,1.7,43,17,39,3
1595,2015-04-12,Business Finance,All Levels,3.5,3555,89,11,1.5
1596,2014-05-16,Musical Instruments,All Levels,1.7,10,1,9,0.716666666666667
1597,2015-07-02,Graphic Design,Beginner Level,1.7,66,13,13,2
1598,2015-08-19,Musical Instruments,Beginner Level,3.5,81,7,11,1
1599,2016-01-12,Business Finance,All Levels,17.4,609,32,33,2.5
1600,2015-05-08,Graphic Design,All Levels,1.7,27,2,18,2
1601,2014-06-27,Business Finance,Beginner Level,3.9,6,0,12,2
1602,2016-04-19,Musical Instruments,Beginner Level,1.7,589,6,8,1
1603,2014-05-05,Musical Instruments,All Levels,2.2,66,6,38,2.5
1604,2015-03-05,Graphic Design,All Levels,8.3,1825,24,33,2.5
1605,2016-10-03,Web Development,All Levels,3.5,1502,218,49,6
1606,2016-10-06,Web Development,Beginner Level,17.4,3392,29,19,1.5
1607,2014-10-10,Musical Instruments,Expert Level,3,209,5,19,1.5
1608,2016-04-13,Musical Instruments,Intermediate Level,3.5,19,0,30,3.5
1609,2015-01-25,Business Finance,All Levels,1.7,1168,38,11,0.683333333333333
1610,2014-08-13,Graphic Design,All Levels,3,3618,345,207,20.5
1611,2016-01-01,Business Finance,All Levels,17.4,1199,37,79,18
1612,2016-07-25,Web Development,Intermediate Level,3.5,796,43,29,4
1613,2016-11-07,Web Development,All Levels,1.7,997,31,20,2
1614,2015-02-23,Graphic Design,All Levels,1.7,987,2,29,1.5
1615,2014-06-28,Business Finance,All Levels,2.2,562,11,15,1
1616,2015-07-30,Web Development,Beginner Level,1.7,4193,92,44,2.5
1617,2016-04-13,Musical Instruments,Beginner Level,8.3,14,1,34,2.5
1618,2015-06-26,Musical Instruments,Beginner Level,10,139,8,104,5.5
1619,2014-06-11,Business Finance,Beginner Level,1.7,167,6,29,1.5
1620,2016-08-22,Business Finance,All Levels,0,2481,71,26,1.5
1621,2015-01-23,Business Finance,Beginner Level,2.6,1235,31,15,2.5
1622,2016-04-12,Musical Instruments,All Levels,3.5,44,0,11,1.5
1623,2014-05-18,Business Finance,Beginner Level,1.7,6050,140,17,1.5
1624,2015-10-26,Musical Instruments,All Levels,1.7,213,4,11,2.5
1625,2016-06-27,Graphic Design,Intermediate Level,2.2,885,176,29,2.5
1626,2014-02-19,Musical Instruments,Beginner Level,2.2,238,3,22,1
1627,2016-02-14,Musical Instruments,All Levels,3.9,116,7,27,2
1628,2016-06-02,Web Development,All Levels,2.6,1737,471,87,11.5
1629,2016-04-05,Business Finance,Beginner Level,2.2,408,3,16,1.5
1630,2015-07-07,Graphic Design,All Levels,4.3,1235,15,10,1
1631,2015-03-19,Business Finance,All Levels,2.6,843,54,34,3
1632,2015-09-20,Business Finance,All Levels,1.7,2185,3,13,2
1633,2015-10-28,Musical Instruments,Beginner Level,7,291,14,39,3
1634,2015-03-23,Business Finance,Expert Level,8.3,1202,76,64,3.5
1635,2016-04-13,Musical Instruments,Intermediate Level,3.5,84,4,10,2.5
1636,2016-05-11,Business Finance,All Levels,10,228,49,43,4.5
1637,2016-12-13,Business Finance,Intermediate Level,5.2,37,15,12,1
1638,2014-11-03,Musical Instruments,All Levels,2.2,512,3,151,2.5
1639,2015-09-09,Web Development,Beginner Level,1.7,3877,92,15,1.5
1640,2016-10-10,Business Finance,All Levels,1.7,605,19,4,0.316666666666667
1641,2016-09-06,Graphic Design,Beginner Level,10.4,13,9,7,1
1642,2014-12-14,Business Finance,Intermediate Level,1.7,788,3,15,0.633333333333333
1643,2015-03-03,Business Finance,Intermediate Level,1.7,1589,26,42,1.5
1644,2014-03-11,Business Finance,All Levels,4.3,426,17,16,2.5
1645,2016-02-07,Graphic Design,All Levels,2.2,661,4,10,1.5
1646,2015-05-25,Business Finance,All Levels,1.7,2189,4,16,1.5
1647,2016-10-30,Musical Instruments,All Levels,4.3,809,5,57,1.5
1648,2014-05-07,Musical Instruments,All Levels,1.7,10,1,12,1
1649,2016-04-13,Musical Instruments,Intermediate Level,2.6,11,2,16,3
1650,2016-03-17,Graphic Design,Intermediate Level,8.3,1028,2,26,2
1651,2014-04-22,Musical Instruments,All Levels,2.2,17,1,7,2
1652,2014-03-10,Musical Instruments,Beginner Level,1.7,21,2,11,1
1653,2014-05-16,Musical Instruments,All Levels,4.3,9,0,33,3.5
1654,2014-09-22,Business Finance,All Levels,1.7,210,1,12,1.5
1655,2014-05-19,Musical Instruments,All Levels,4.3,6,2,23,3
1656,2015-01-22,Graphic Design,All Levels,0,44044,1563,45,7.5
1657,2014-03-11,Business Finance,All Levels,4.3,694,35,27,4.5
1658,2015-11-11,Musical Instruments,Beginner Level,4.3,383,4,9,1
1659,2016-03-08,Graphic Design,Beginner Level,2.6,706,10,24,5.5
1660,2015-02-26,Business Finance,All Levels,4.3,152,2,102,10
1661,2014-04-16,Business Finance,All Levels,10.9,6451,237,28,5
1662,2015-04-13,Business Finance,All Levels,3.5,2000,30,9,1
1663,2016-05-15,Graphic Design,Beginner Level,8.3,1710,13,16,1
1664,2016-04-13,Musical Instruments,All Levels,3.5,111,15,12,1.5
1665,2015-04-13,Business Finance,Expert Level,3.5,2025,34,9,1
1666,2016-11-03,Graphic Design,All Levels,3.5,116,1,18,2.5
1667,2016-06-20,Web Development,All Levels,8.3,23572,210,20,2
1668,2014-01-31,Business Finance,Beginner Level,1.7,3251,10,59,12
1669,2015-11-23,Business Finance,Beginner Level,1.7,2895,56,14,1
1670,2016-02-15,Business Finance,Beginner Level,1.7,1,0,43,1
1671,2015-08-18,Graphic Design,All Levels,17.4,8196,479,85,6.5
1672,2015-08-10,Business Finance,Beginner Level,17.4,1673,547,40,5.5
1673,2015-10-17,Web Development,Beginner Level,1.7,23764,490,58,5.5
1674,2016-09-13,Business Finance,All Levels,13,42,1,11,3
1675,2015-10-20,Musical Instruments,Beginner Level,1.7,3,0,28,1
1676,2015-04-10,Business Finance,All Levels,15.7,3056,9,316,24.5
1677,2015-01-08,Business Finance,All Levels,2.2,2516,12,20,1.5
1678,2015-09-23,Business Finance,All Levels,17,226,26,26,3.5
1679,2015-10-18,Musical Instruments,Beginner Level,1.7,27,3,9,0.616666666666667
1680,2016-11-21,Graphic Design,Beginner Level,1.7,38,3,25,1
1681,2015-01-09,Musical Instruments,Beginner Level,1.7,3,1,14,1
1682,2016-08-18,Musical Instruments,All Levels,3.5,193,5,8,1
1683,2016-12-09,Web Development,Intermediate Level,0,8768,173,8,1
1684,2015-09-22,Business Finance,Expert Level,17.4,1271,23,7,1.5
1685,2016-04-29,Business Finance,Beginner Level,17,207,19,11,1.5
1686,2014-04-29,Graphic Design,Beginner Level,2.2,72,5,17,1
1687,2015-10-02,Web Development,All Levels,0,14026,232,25,1
1688,2016-03-31,Musical Instruments,Beginner Level,4.3,2358,3,26,1
1689,2015-12-03,Business Finance,All Levels,17,58,8,14,1
1690,2015-04-06,Business Finance,All Levels,17,1276,46,61,6
1691,2016-02-23,Musical Instruments,All Levels,5.2,1137,4,45,1
1692,2015-11-03,Business Finance,All Levels,4.3,131,2,38,3
1693,2015-04-16,Musical Instruments,Intermediate Level,4.3,120,6,106,8
1694,2015-02-10,Business Finance,All Levels,10.9,5050,461,26,1.5
1695,2015-02-17,Musical Instruments,All Levels,8.3,2415,16,115,2.5
1696,2015-06-14,Web Development,Beginner Level,13,6153,125,84,5
1697,2016-07-06,Graphic Design,All Levels,2.2,1456,62,77,6.5
1698,2014-05-09,Business Finance,Intermediate Level,4.3,1280,1,27,8.5
1699,2015-07-01,Musical Instruments,Beginner Level,0,2995,51,19,1
1700,2015-04-26,Business Finance,All Levels,15.7,503,43,286,29.5
1701,2015-06-08,Graphic Design,All Levels,3,15,5,32,2
1702,2014-05-17,Musical Instruments,Beginner Level,4.3,70,2,17,1.5
1703,2015-12-07,Business Finance,All Levels,1.7,23,7,6,0.466666666666667
1704,2015-11-21,Business Finance,All Levels,4.3,8,2,14,2
1705,2016-08-10,Business Finance,All Levels,2.2,101,25,18,5
1706,2016-11-14,Musical Instruments,All Levels,3.5,68,9,56,4
1707,2016-04-01,Business Finance,Beginner Level,2.2,9,5,9,2
1708,2015-09-11,Business Finance,All Levels,17.4,4284,93,76,5
1709,2016-01-25,Business Finance,Intermediate Level,0,5407,192,11,1
1710,2016-09-26,Web Development,All Levels,0,10179,314,21,1.5
1711,2016-02-22,Musical Instruments,Beginner Level,1.7,916,26,16,0.666666666666667
1712,2014-04-24,Business Finance,All Levels,4.3,1047,3,20,4.5
1713,2016-02-08,Graphic Design,Beginner Level,1.7,1,0,27,1
1714,2014-05-07,Musical Instruments,All Levels,4.3,13,2,23,3.5
1715,2016-12-13,Musical Instruments,All Levels,0,3042,40,13,0.566666666666667
1716,2016-08-29,Musical Instruments,All Levels,7.4,452,5,23,4.5
1717,2014-05-07,Business Finance,Beginner Level,6.5,4695,7,20,1
1718,2015-07-07,Business Finance,All Levels,1.7,2268,4,47,5.5
1719,2014-10-16,Musical Instruments,All Levels,2.6,151,1,5,0.55
1720,2016-03-22,Graphic Design,All Levels,4.3,18,1,38,8.5
1721,2016-01-10,Musical Instruments,Intermediate Level,6.5,189,18,101,4.5
1722,2014-06-30,Business Finance,All Levels,0,2247,53,29,4
1723,2016-12-22,Business Finance,All Levels,4.3,567,40,53,7.5
1724,2015-12-14,Business Finance,All Levels,17.4,103,25,12,2.5
1725,2015-10-10,Business Finance,All Levels,1.7,37,2,43,2.5
1726,2016-07-10,Business Finance,Beginner Level,1.7,6,0,23,2.5
1727,2014-03-21,Musical Instruments,Beginner Level,4.3,966,157,145,7.5
1728,2015-06-19,Business Finance,All Levels,4.3,701,12,37,5.5
1729,2016-06-15,Business Finance,Beginner Level,4.3,440,17,10,1
1730,2015-07-05,Graphic Design,Beginner Level,1.7,30,3,22,1
1731,2016-03-29,Musical Instruments,All Levels,6.5,7,2,14,1
1732,2015-03-24,Business Finance,All Levels,1.7,1923,4,31,2.5
1733,2016-08-26,Musical Instruments,All Levels,3.9,1220,13,26,1.5
1734,2016-05-16,Musical Instruments,Beginner Level,3.5,1,0,26,1.5
1735,2015-08-13,Graphic Design,All Levels,1.7,14440,182,26,3
1736,2014-09-09,Graphic Design,All Levels,4.3,1500,11,9,0.683333333333333
1737,2015-03-04,Musical Instruments,All Levels,4.3,402,47,123,7.5
1738,2014-10-16,Graphic Design,Intermediate Level,2.2,4235,427,20,1.5
1739,2014-12-10,Business Finance,Intermediate Level,5.7,1160,117,24,2.5
1740,2015-06-03,Business Finance,All Levels,1.7,105,9,5,1
1741,2016-03-08,Web Development,All Levels,8.7,5962,466,132,16
1742,2015-11-24,Graphic Design,Beginner Level,1.7,1,0,14,3.5
1743,2016-02-22,Business Finance,All Levels,17,1367,33,74,7
1744,2015-01-27,Business Finance,Beginner Level,2.6,1798,40,15,1.5
1745,2015-10-07,Musical Instruments,Beginner Level,2.6,111,3,18,1.5
1746,2016-04-26,Business Finance,All Levels,13,2877,103,81,4.5
1747,2016-10-12,Web Development,Intermediate Level,6.5,12893,220,95,8.5
1748,2016-11-11,Business Finance,Beginner Level,1.7,201,46,19,2.5
1749,2015-05-19,Business Finance,Intermediate Level,17,7884,118,68,10
1750,2015-01-31,Web Development,All Levels,8.7,5089,685,29,3.5
1751,2015-05-25,Business Finance,All Levels,8.3,1150,6,27,2.5
1752,2016-03-29,Musical Instruments,All Levels,0,2618,41,16,1.5
1753,2016-10-18,Graphic Design,Expert Level,2.6,114,24,50,3.5
1754,2015-10-20,Musical Instruments,All Levels,7,1474,10,102,2
1755,2015-03-15,Musical Instruments,All Levels,3,57,9,9,0.55
1756,2014-10-23,Web Development,All Levels,11.7,15064,237,15,1.5
1757,2015-06-02,Musical Instruments,Beginner Level,3.9,249,33,61,4
1758,2014-11-05,Musical Instruments,All Levels,8.7,92,5,71,3.5
1759,2015-03-26,Business Finance,All Levels,15.7,507,36,395,33
1760,2016-05-02,Business Finance,All Levels,17.4,2295,84,39,4
1761,2015-07-14,Business Finance,Beginner Level,4.3,49,8,27,3.5
1762,2016-04-01,Musical Instruments,All Levels,4.3,135,1,28,6.5
1763,2015-03-05,Business Finance,All Levels,4.3,472,34,23,5.5
1764,2016-08-22,Business Finance,All Levels,3.9,689,145,16,2
1765,2015-06-17,Musical Instruments,Intermediate Level,3.5,70,6,18,1
1766,2016-03-20,Graphic Design,All Levels,13,736,50,44,7.5
1767,2015-03-09,Musical Instruments,All Levels,17.4,248,9,21,2
1768,2016-07-28,Musical Instruments,Expert Level,4.3,47,0,82,4
1769,2016-08-18,Musical Instruments,Beginner Level,3.5,28,1,10,1
1770,2015-11-30,Musical Instruments,Expert Level,4.3,4192,128,34,1.5
1771,2015-11-09,Graphic Design,Beginner Level,0,23229,2215,12,1
1772,2016-10-25,Musical Instruments,Beginner Level,17.4,1788,89,33,6
1773,2016-04-07,Graphic Design,Beginner Level,0,3103,42,11,0.666666666666667
1774,2016-03-20,Graphic Design,All Levels,1.7,545,13,23,2
1775,2014-05-01,Business Finance,All Levels,7.8,564,9,41,3.5
1776,2016-12-31,Business Finance,Intermediate Level,1.7,13,2,5,1
1777,2016-03-16,Musical Instruments,Beginner Level,6.1,811,129,52,3.5
1778,2015-08-24,Business Finance,All Levels,13,2096,48,29,0.683333333333333
1779,2015-12-17,Musical Instruments,Beginner Level,1.7,6,0,27,1
1780,2016-08-08,Graphic Design,All Levels,17.4,711,48,105,12.5
1781,2016-05-03,Business Finance,Beginner Level,1.7,9,0,6,1
1782,2014-01-14,Business Finance,All Levels,1.7,157,13,9,2.5
1783,2014-03-10,Business Finance,Beginner Level,4.3,83,4,19,0.683333333333333
1784,2016-04-23,Musical Instruments,Beginner Level,0,1094,45,11,1
1785,2016-06-20,Business Finance,All Levels,1.7,18,4,13,0.583333333333333
1786,2016-08-17,Business Finance,Intermediate Level,1.7,75,8,23,2
1787,2016-07-04,Graphic Design,Intermediate Level,2.2,361,2,9,1
1788,2016-01-12,Graphic Design,Intermediate Level,7.4,113,5,39,4.5
1789,2016-09-06,Graphic Design,All Levels,1.7,371,5,26,3.5
1790,2016-07-24,Web Development,Beginner Level,2.6,3960,220,47,4.5
1791,2015-02-06,Business Finance,Beginner Level,2.6,5057,142,13,1
1792,2015-06-19,Web Development,All Levels,17,3015,30,19,2.5
1793,2016-07-14,Graphic Design,All Levels,3.5,67,8,25,1
1794,2015-12-29,Business Finance,Beginner Level,17.4,1173,22,15,2.5
1795,2015-04-16,Musical Instruments,Beginner Level,4.3,305,39,108,7
1796,2015-04-12,Business Finance,All Levels,1.7,2045,3,10,2
1797,2016-09-15,Business Finance,Beginner Level,0,3283,109,42,2.5
1798,2014-09-22,Business Finance,Beginner Level,1.7,1551,5,55,7.5
1799,2014-03-13,Business Finance,All Levels,4.3,376,29,21,3.5
1800,2015-07-07,Business Finance,All Levels,4.3,2474,6,128,17.5
1801,2016-03-17,Business Finance,All Levels,1.7,1,0,27,2
1802,2016-02-01,Web Development,Beginner Level,4.3,10864,63,26,2
1803,2016-08-06,Business Finance,All Levels,13.9,2379,33,44,3.5
1804,2015-11-22,Musical Instruments,Beginner Level,17.4,3206,18,17,1
1805,2015-11-22,Musical Instruments,Beginner Level,5.2,30,3,39,3
1806,2015-02-25,Graphic Design,All Levels,17.4,6039,128,111,17
1807,2015-07-30,Business Finance,Beginner Level,0,4770,64,31,6.5
1808,2016-05-17,Business Finance,Beginner Level,7.4,26,1,17,2
1809,2016-07-29,Business Finance,All Levels,4.3,841,14,19,0.616666666666667
1810,2015-08-27,Business Finance,All Levels,17,397,4,54,3.5
1811,2014-05-16,Musical Instruments,All Levels,4.3,14,2,71,3.5
1812,2016-11-20,Business Finance,Beginner Level,2.2,1531,6,7,0.583333333333333
1813,2015-04-22,Graphic Design,All Levels,1.7,33,2,7,1
1814,2015-01-08,Business Finance,All Levels,8.7,94,15,9,1
1815,2016-05-02,Musical Instruments,All Levels,8.7,172,2,41,3
1816,2014-02-06,Business Finance,Beginner Level,0,1362,7,13,3
1817,2015-09-13,Musical Instruments,Beginner Level,1.7,18,4,31,1.5
1818,2014-10-01,Musical Instruments,All Levels,3,114,8,59,2
1819,2016-11-03,Business Finance,Beginner Level,8.3,6092,25,29,1.5
1820,2016-01-15,Business Finance,All Levels,3.9,1311,36,5,1
1821,2015-10-06,Business Finance,Beginner Level,2.6,5983,135,7,0.616666666666667
1822,2014-11-25,Graphic Design,All Levels,3.5,452,3,37,1
1823,2016-02-24,Business Finance,All Levels,17.4,521,67,24,3
1824,2016-09-27,Graphic Design,Beginner Level,4.3,50,12,28,3
1825,2015-11-01,Business Finance,All Levels,3,91,6,36,2
1826,2014-09-18,Musical Instruments,All Levels,3,3137,18,68,1.5
1827,2016-06-09,Graphic Design,All Levels,9.1,28,6,103,12
1828,2016-02-11,Graphic Design,All Levels,0,6754,109,20,1
1829,2016-06-29,Graphic Design,Beginner Level,5.2,720,220,82,12.5
1830,2014-03-11,Business Finance,All Levels,4.3,739,54,24,4.5
1831,2016-07-13,Web Development,All Levels,17,1697,64,54,6
1832,2016-06-20,Web Development,All Levels,8.3,22623,783,73,8
1833,2016-05-16,Business Finance,Intermediate Level,2.6,153,41,27,2
1834,2014-07-12,Business Finance,Beginner Level,15.7,894,62,241,17.5
1835,2015-11-12,Musical Instruments,All Levels,3.5,122,2,29,1.5
1836,2015-07-22,Musical Instruments,Beginner Level,1.7,835,10,7,0.633333333333333
1837,2015-10-14,Graphic Design,All Levels,17.4,821,15,5,0.533333333333333
1838,2014-02-25,Musical Instruments,Beginner Level,3,79,3,15,1.5
1839,2015-01-09,Business Finance,Beginner Level,3.5,454,52,39,2
1840,2016-10-04,Musical Instruments,Intermediate Level,3.5,36,4,8,1
1841,2016-02-17,Business Finance,All Levels,3.5,159,16,13,1
1842,2015-05-11,Business Finance,Beginner Level,17.4,2506,21,76,6
1843,2015-07-14,Graphic Design,All Levels,1.7,5,2,20,1.5
1844,2014-02-19,Business Finance,All Levels,13.5,9445,497,38,4.5
1845,2014-03-06,Business Finance,All Levels,4.3,78,6,57,3.5
1846,2014-05-01,Musical Instruments,Beginner Level,1.7,45,4,48,1.5
1847,2014-11-26,Musical Instruments,Beginner Level,2.6,594,3,33,2
1848,2016-04-27,Musical Instruments,Beginner Level,8.3,10,3,39,3
1849,2016-02-03,Business Finance,All Levels,2.2,3190,244,45,4
1850,2015-05-18,Graphic Design,All Levels,1.7,441,53,34,6.5
1851,2015-07-10,Musical Instruments,Beginner Level,1.7,1224,19,20,1
1852,2015-08-06,Business Finance,All Levels,8.3,4530,13,31,1.5
1853,2015-11-26,Business Finance,All Levels,7.4,31,5,40,10.5
1854,2015-03-27,Business Finance,Beginner Level,1.7,327,1,12,0.45
1855,2014-09-19,Graphic Design,All Levels,1.7,507,42,36,3
1856,2015-06-09,Musical Instruments,Beginner Level,1.7,65,7,77,2.5
1857,2016-10-07,Business Finance,All Levels,17.4,1214,69,20,1.5
1858,2016-01-29,Musical Instruments,Beginner Level,1.7,1,1,38,2.5
1859,2016-09-25,Graphic Design,All Levels,17.4,2599,24,77,7.5
1860,2016-01-12,Musical Instruments,All Levels,1.7,81,5,14,1
1861,2016-04-08,Musical Instruments,All Levels,4.3,95,3,30,6
1862,2016-01-14,Business Finance,Beginner Level,3.9,547,98,53,7
1863,2016-02-25,Business Finance,Beginner Level,1.7,4158,51,30,2.5
1864,2014-12-05,Business Finance,Intermediate Level,10.9,4480,12,50,7
1865,2014-08-08,Graphic Design,All Levels,1.7,94,3,69,3
1866,2016-04-12,Business Finance,All Levels,4.3,409,35,46,8
1867,2016-08-08,Business Finance,Beginner Level,17.4,1437,96,34,2.5
1868,2014-10-03,Business Finance,All Levels,0,2674,81,8,1
1869,2014-05-02,Business Finance,All Levels,13,9221,138,25,3
1870,2016-04-13,Musical Instruments,Beginner Level,3.5,48,4,14,2
1871,2015-11-23,Business Finance,Beginner Level,1.7,132,9,9,1
1872,2016-09-06,Graphic Design,All Levels,1.7,1145,42,20,0.633333333333333
1873,2015-11-09,Graphic Design,Beginner Level,8.3,6858,382,41,3.5
1874,2015-10-13,Business Finance,All Levels,1.7,1609,137,18,1
1875,2016-06-21,Musical Instruments,Intermediate Level,4.3,8,0,10,1
1876,2014-03-15,Graphic Design,All Levels,17.4,24857,35,11,1.5
1877,2016-11-27,Musical Instruments,All Levels,4.3,128,10,18,2
1878,2015-05-20,Graphic Design,All Levels,2.2,4550,74,15,1
1879,2015-04-12,Business Finance,Intermediate Level,15.2,4005,237,25,2
1880,2014-10-22,Web Development,All Levels,3.5,5547,80,40,3.5
1881,2015-11-08,Graphic Design,Beginner Level,1.7,774,3,17,3
1882,2014-06-17,Web Development,Intermediate Level,5.2,8777,206,75,15.5
1883,2016-12-19,Business Finance,Intermediate Level,8.7,10,1,8,1
1884,2016-05-18,Business Finance,All Levels,3.5,206,3,7,1.5
1885,2016-08-23,Web Development,All Levels,3.5,1548,30,126,15
1886,2016-05-23,Graphic Design,Beginner Level,1.7,616,3,19,1.5
1887,2016-07-01,Web Development,All Levels,13,3415,312,160,25
1888,2016-05-05,Business Finance,Intermediate Level,1.7,13,2,17,1.5
1889,2015-09-13,Business Finance,All Levels,1.7,646,6,17,1
1890,2016-11-12,Business Finance,All Levels,14.3,431,58,22,2.5
1891,2015-12-29,Web Development,All Levels,17,17895,212,30,4
1892,2015-10-12,Graphic Design,All Levels,1.7,1080,15,13,2
1893,2015-02-09,Web Development,All Levels,6.1,17714,198,23,3.5
1894,2016-10-06,Business Finance,All Levels,17.4,513,20,20,1
1895,2016-04-18,Web Development,Beginner Level,1.7,3759,24,25,4
1896,2014-04-09,Business Finance,All Levels,0,1168,9,5,0.666666666666667
1897,2015-08-21,Graphic Design,Beginner Level,9.1,1079,172,35,5
1898,2016-01-27,Business Finance,All Levels,17,1680,39,17,1
1899,2014-06-30,Graphic Design,All Levels,1.7,33205,481,12,0.7
1900,2014-02-24,Business Finance,All Levels,1.7,170,0,16,1.5
1901,2015-10-21,Graphic Design,Beginner Level,2.6,1279,3,33,1.5
1902,2015-04-20,Graphic Design,Beginner Level,6.5,1224,10,15,1.5
1903,2014-04-27,Business Finance,Beginner Level,0,10540,799,14,1.5
1904,2014-09-22,Business Finance,All Levels,1.7,30,5,19,1.5
1905,2015-07-07,Graphic Design,Beginner Level,1.7,1,0,6,1
1906,2016-02-12,Business Finance,All Levels,6.5,438,10,22,1.5
1907,2014-06-12,Graphic Design,All Levels,1.7,13,0,14,1.5
1908,2016-11-10,Musical Instruments,All Levels,4.3,438,3,77,1.5
1909,2016-04-27,Musical Instruments,All Levels,3,12,3,14,1
1910,2015-11-03,Graphic Design,All Levels,2.6,1440,16,14,1.5
1911,2016-04-10,Graphic Design,Beginner Level,1.7,262,0,12,1
1912,2016-03-25,Graphic Design,All Levels,2.2,690,162,19,1
1913,2015-04-27,Musical Instruments,All Levels,4.3,114,15,13,1.5
1914,2014-06-13,Musical Instruments,All Levels,1.7,1582,11,6,0.483333333333333
1915,2016-05-16,Business Finance,All Levels,17,57,11,18,1
1916,2016-06-30,Business Finance,Intermediate Level,1.7,1754,100,49,2.5
1917,2016-02-21,Business Finance,All Levels,1.7,1046,17,12,1
1918,2016-12-28,Business Finance,All Levels,4.3,1852,3,14,2.5
1919,2016-01-05,Musical Instruments,All Levels,5.2,4557,21,77,5.5
1920,2015-04-15,Musical Instruments,Beginner Level,13,380,113,49,4
1921,2016-04-26,Musical Instruments,Beginner Level,8.3,180,21,38,2.5
1922,2016-02-01,Musical Instruments,All Levels,5.2,973,8,74,2
1923,2015-01-30,Graphic Design,All Levels,1.7,91,5,13,1.5
1924,2015-10-07,Business Finance,All Levels,8.3,1222,14,61,6
1925,2016-06-13,Business Finance,Beginner Level,3.5,446,39,70,5
1926,2014-02-12,Web Development,Beginner Level,1.7,10610,83,10,1
1927,2016-08-19,Business Finance,All Levels,17.4,399,15,15,1
1928,2014-07-05,Business Finance,Beginner Level,1.7,2046,9,72,5.5
1929,2016-06-03,Business Finance,Beginner Level,3.9,4,0,7,1
1930,2015-10-19,Business Finance,All Levels,12.6,1398,15,26,1.5
1931,2016-11-18,Graphic Design,Beginner Level,1.7,4,1,8,0.616666666666667
1932,2016-02-03,Graphic Design,Beginner Level,4.3,2199,28,16,1
1933,2014-04-01,Graphic Design,Beginner Level,3,3,1,21,2.5
1934,2016-11-18,Business Finance,All Levels,3,6,0,7,1
1935,2014-09-01,Graphic Design,All Levels,4.3,22,1,20,4
1936,2015-02-26,Business Finance,All Levels,4.3,119,0,27,5
1937,2015-07-10,Business Finance,Intermediate Level,2.6,6,2,19,0.55
1938,2014-09-02,Business Finance,Beginner Level,5.2,16385,273,45,3
1939,2015-07-27,Business Finance,Beginner Level,8.3,2153,14,13,1.5
1940,2015-03-16,Graphic Design,Intermediate Level,1.7,22,3,57,2
1941,2015-11-13,Business Finance,All Levels,17.4,2115,59,88,5.5
1942,2016-09-19,Web Development,All Levels,5.7,713,80,8,1.5
1943,2016-12-19,Graphic Design,All Levels,13,155,40,158,30
1944,2014-06-16,Web Development,Intermediate Level,4.3,3704,111,18,2
1945,2016-03-17,Graphic Design,Intermediate Level,8.3,1016,5,25,1.5
1946,2015-11-26,Web Development,All Levels,8.7,2607,317,49,5
1947,2015-07-19,Business Finance,All Levels,13,1340,4,272,26
1948,2015-01-07,Business Finance,All Levels,4.3,885,69,14,0.716666666666667
1949,2014-12-19,Graphic Design,All Levels,1.7,314,11,19,1.5
1950,2014-05-19,Musical Instruments,All Levels,4.3,22,4,21,3.5
1951,2016-04-20,Web Development,Intermediate Level,4.3,851,164,75,4.5
1952,2014-04-21,Business Finance,Beginner Level,4.3,2031,15,29,14.5
1953,2016-04-22,Musical Instruments,All Levels,4.3,57,6,57,7
1954,2016-08-29,Musical Instruments,All Levels,8.7,567,37,24,1.5
1955,2015-06-12,Graphic Design,All Levels,0,3812,68,11,1.5
1956,2016-03-04,Business Finance,All Levels,13,452,14,444,45
1957,2016-06-13,Web Development,All Levels,2.2,4010,17,12,1
1958,2016-03-31,Musical Instruments,Beginner Level,13,1472,4,24,1.5
1959,2015-10-24,Musical Instruments,Beginner Level,5.7,42,2,37,4
1960,2014-08-16,Business Finance,Beginner Level,1.7,18,0,33,0.616666666666667
1961,2016-11-10,Business Finance,Intermediate Level,4.3,137,39,27,1.5
1962,2016-02-23,Web Development,Intermediate Level,5.2,2097,401,28,5.5
1963,2015-05-12,Graphic Design,All Levels,1.7,254,5,81,4.5
1964,2015-07-16,Business Finance,All Levels,17.4,1924,351,544,46.5
1965,2015-04-10,Business Finance,All Levels,1.7,3730,11,17,2.5
1966,2016-11-22,Web Development,Intermediate Level,16.5,6082,848,135,9.5
1967,2015-09-17,Business Finance,All Levels,1.7,103,3,27,4.5
1968,2016-04-01,Graphic Design,Beginner Level,1.7,282,8,28,3
